iteration; levels; best; avg; dev
31; 16; 6; 6.59541; 0.25625
32; 16; 6; 6.55482; 0.240653
33; 17; 6; 6.54988; 0.237019
34; 17; 6; 6.51355; 0.220596
35; 18; 6; 6.51088; 0.218523
36; 19; 6; 6.4802; 0.205253
37; 19; 6; 6.4508; 0.190998
38; 19; 6; 6.44064; 0.195102
39; 20; 5; 6.4298; 0.198424
40; 20; 5; 6.34631; 0.20582
iteration; levels; best; avg; dev
0; 1; 8; 0; 0
1; 1; 8; 8; 0
2; 2; 8; 8; 0
3; 3; 7; 8; 0
4; 3; 7; 7.5; 0.166667
5; 4; 7; 7.55556; 0.21269
6; 5; 7; 7.375; 0.178173
7; 6; 7; 7.28; 0.133614
8; 7; 7; 7.22222; 0.100836
9; 7; 6; 7.18367; 0.0789415
10; 7; 6; 7.02619; 0.322109
11; 7; 6; 6.98413; 0.364762
12; 8; 6; 6.99524; 0.37693
13; 8; 6; 6.82873; 0.385804
14; 9; 6; 6.77396; 0.388855
15; 10; 6; 6.67626; 0.341739
16; 10; 6; 6.6081; 0.300327
17; 10; 6; 6.57472; 0.291538
18; 11; 6; 6.53631; 0.302325
19; 11; 6; 6.47101; 0.269116
20; 12; 6; 6.46133; 0.261186
21; 12; 6; 6.41572; 0.233614
22; 13; 6; 6.40993; 0.226601
23; 13; 6; 6.37803; 0.207863
24; 13; 6; 6.3777; 0.205705
25; 13; 6; 6.37507; 0.202865
26; 14; 6; 6.37701; 0.204127
27; 15; 6; 6.34802; 0.187427
28; 16; 6; 6.32314; 0.171912
29; 16; 6; 6.2979; 0.157002
30; 16; 6; 6.29578; 0.154067
31; 16; 6; 6.28828; 0.154577
32; 16; 6; 6.28519; 0.152302
33; 16; 6; 6.28628; 0.15275
34; 16; 6; 6.28665; 0.152463
35; 16; 6; 6.27835; 0.154598
36; 16; 6; 6.27944; 0.154927
37; 17; 6; 6.27864; 0.153791
38; 17; 6; 6.26324; 0.144805
39; 17; 6; 6.26094; 0.142187
40; 17; 6; 6.25986; 0.140591
41; 17; 6; 6.26043; 0.140159
42; 17; 6; 6.25983; 0.139274
43; 17; 6; 6.25514; 0.13858
44; 17; 6; 6.2543; 0.137345
45; 17; 5; 6.25265; 0.135615
46; 17; 5; 6.2228; 0.207774
iteration; levels; best; avg; dev
0; 1; 7; 0; 0
1; 1; 7; 7; 0
2; 2; 7; 7.5; 0.5
3; 2; 7; 7.25; 0.5
4; 3; 6; 7.25; 0.5
5; 3; 6; 6.72222; 0.490468
6; 4; 6; 6.91667; 0.64116
7; 5; 6; 6.65; 0.532765
8; 5; 6; 6.5; 0.395115
9; 6; 5; 6.50952; 0.363655
10; 6; 5; 6.26389; 0.294679
iteration; levels; best; avg; dev
0; 1; 7; 0; 0
1; 1; 7; 7; 0
2; 2; 6; 7; 0
3; 2; 6; 6.5; 0
4; 2; 6; 6.75; 0.25
5; 2; 6; 6.66667; 0.360702
6; 3; 6; 6.75; 0.430351
7; 3; 6; 6.53333; 0.30675
8; 4; 6; 6.72222; 0.426051
9; 4; 6; 6.5119; 0.337302
10; 4; 6; 6.64583; 0.43543
11; 5; 6; 6.61111; 0.448495
12; 5; 6; 6.46; 0.342904
13; 5; 6; 6.45364; 0.312322
14; 6; 6; 6.45; 0.298138
15; 7; 6; 6.35598; 0.24869
16; 8; 6; 6.30748; 0.204528
17; 8; 5; 6.26786; 0.169307
18; 8; 5; 6.15952; 0.282915
iteration; levels; best; avg; dev
0; 1; 8; 0; 0
1; 1; 7; 8; 0
2; 1; 7; 7.5; 0.5
3; 1; 7; 7.5; 1
4; 1; 7; 7.5; 1.5
5; 1; 7; 7.5; 2
6; 2; 6; 7.5; 2.5
7; 2; 6; 6.75; 1.5
8; 3; 6; 7.25; 1.5
9; 4; 6; 6.83333; 0.938832
10; 5; 6; 6.625; 0.536485
11; 5; 6; 6.5; 0.348718
12; 5; 6; 6.5; 0.296235
13; 5; 6; 6.5; 0.274717
14; 5; 6; 6.5; 0.270413
15; 5; 6; 6.5; 0.269553
16; 6; 6; 6.5; 0.260815
17; 6; 6; 6.41667; 0.21589
18; 6; 6; 6.41667; 0.202648
19; 7; 6; 6.41667; 0.200441
20; 8; 6; 6.35714; 0.167407
21; 9; 6; 6.3125; 0.142351
22; 10; 6; 6.27778; 0.123751
23; 10; 6; 6.25; 0.107096
24; 11; 6; 6.25; 0.10335
25; 11; 6; 6.22727; 0.0936137
26; 11; 5; 6.22727; 0.0927287
27; 11; 5; 6.14055; 0.234848
iteration; levels; best; avg; dev
0; 1; 7; 0; 0
1; 1; 7; 7; 0
2; 2; 7; 7.5; 0.5
3; 3; 7; 7.25; 0.5
4; 4; 6; 7.16667; 0.333333
5; 4; 6; 6.66667; 0.451184
6; 5; 6; 6.64583; 0.4639
7; 5; 6; 6.47; 0.377362
8; 5; 6; 6.47333; 0.349753
9; 5; 6; 6.44762; 0.343461
10; 5; 6; 6.45833; 0.340052
11; 6; 6; 6.43968; 0.337377
12; 6; 6; 6.35417; 0.278016
13; 6; 6; 6.34659; 0.267777
14; 7; 6; 6.35417; 0.266416
15; 7; 5; 6.29609; 0.225601
16; 7; 5; 6.24376; 0.286592
iteration; levels; best; avg; dev
0; 1; 8; 0; 0
1; 1; 6; 8; 0
2; 1; 6; 7; 1
3; 1; 6; 7; 2
4; 1; 6; 7; 3
5; 1; 6; 7; 4
6; 2; 6; 7; 5
7; 2; 6; 6.5; 3
8; 3; 6; 6.75; 2.25
9; 4; 6; 6.5; 1.25
10; 5; 6; 6.375; 0.6875
11; 5; 6; 6.26667; 0.431781
12; 5; 6; 6.26667; 0.380637
13; 6; 6; 6.26667; 0.370408
14; 6; 6; 6.22222; 0.306969
15; 6; 6; 6.22222; 0.296396
16; 7; 6; 6.22222; 0.294633
17; 7; 6; 6.19048; 0.252291
18; 8; 6; 6.17857; 0.240758
19; 8; 6; 6.15; 0.205095
20; 9; 6; 6.15; 0.200637
21; 10; 6; 6.13333; 0.177849
22; 11; 6; 6.12; 0.157785
23; 12; 6; 6.10909; 0.141617
24; 13; 5; 6.1; 0.128468
25; 13; 5; 5.91923; 0.254274
