temp; best; diff
2.65679e-05; 3644.29; -1158.43
2.52721e-05; 3644.29; -4099.68
2.40395e-05; 3644.29; -2941.32
2.2867e-05; 3644.29; -4117.55
2.17517e-05; 3644.29; -20.8844
2.06908e-05; 3644.29; -2417.16
1.96817e-05; 3644.29; -620.556
1.87218e-05; 3644.29; -2507.31
1.78086e-05; 3644.29; -4764.34
1.69401e-05; 3644.29; -1712.4
1.61138e-05; 3644.29; -917.664
1.53279e-05; 3644.29; -1817.82
1.45803e-05; 3644.29; -1889.36
1.38692e-05; 3644.29; -769.875
1.31928e-05; 3644.29; -1405.61
1.25493e-05; 3644.29; -2083.32
1.19372e-05; 3644.29; -705.93
1.1355e-05; 3644.29; -1190.42
1.08012e-05; 3644.29; -1377.29
1.02744e-05; 3644.29; -2231.65
9.77329e-06; 3644.29; -4985.4
9.29662e-06; 3644.29; -539.718
8.8432e-06; 3644.29; 0
8.41189e-06; 3644.29; -431.59
8.00162e-06; 3644.29; -1945.53
7.61135e-06; 3644.29; -356.385
7.24013e-06; 3644.29; 0
6.887e-06; 3644.29; -1009.48
6.5511e-06; 3644.29; -650.704
6.23159e-06; 3644.29; -4896.95
5.92765e-06; 3644.29; -3360.85
5.63854e-06; 3644.29; -2543.97
5.36354e-06; 3644.29; -741.855
5.10194e-06; 3644.29; -5039.61
4.8531e-06; 3644.29; -4627.74
4.6164e-06; 3644.29; -2290.81
4.39125e-06; 3644.29; -2301.33
4.17707e-06; 3644.29; -702.198
3.97335e-06; 3644.29; -606.563
3.77955e-06; 3644.29; -1635.59
3.59521e-06; 3644.29; -1026.61
3.41986e-06; 3644.29; -4092.88
3.25307e-06; 3644.29; -4895.58
3.09441e-06; 3644.29; -3555.55
2.94348e-06; 3644.29; -2358.1
2.79992e-06; 3644.29; 0
2.66336e-06; 3644.29; -2822.55
2.53346e-06; 3644.29; -6856.06
2.4099e-06; 3644.29; -2895.46
2.29236e-06; 3644.29; -5204.47
2.18055e-06; 3644.29; -1569.24
2.0742e-06; 3644.29; -1648.82
1.97304e-06; 3644.29; 0
1.87681e-06; 3644.29; -2579.97
