gen; best; worst; avg
0; 17; 19; 18.46
0; 17; 19; 17.88
10; 11; 16; 13.71
20; 11; 14; 11.72
30; 9; 13; 10.78
40; 9; 15; 10.58
50; 9; 13; 10.02
60; 9; 13; 10.22
70; 8; 15; 10.46
80; 8; 15; 10.66
90; 8; 15; 10.56
100; 8; 16; 10.89
110; 8; 16; 11.52
120; 8; 17; 11.69
130; 8; 17; 12.15
140; 8; 17; 11.88
150; 8; 15; 12.45
160; 8; 16; 11.66
170; 8; 17; 11.47
180; 8; 17; 11.88
190; 8; 19; 11.51
200; 8; 19; 12.2
210; 8; 19; 12.02
220; 8; 19; 12.02
230; 8; 19; 12.08
240; 8; 18; 11.76
250; 8; 17; 12.47
260; 8; 17; 12.1
270; 8; 17; 11.98
280; 8; 17; 12.56
290; 8; 17; 12.25
300; 8; 18; 12.23
310; 8; 19; 12.61
320; 8; 18; 12.85
330; 8; 18; 12.11
340; 8; 17; 11.85
350; 8; 18; 11.97
360; 8; 18; 12.65
370; 8; 19; 12.11
380; 8; 18; 12.5
390; 8; 16; 11.84
400; 8; 16; 11.91
410; 8; 18; 12.14
420; 8; 18; 12.38
430; 8; 18; 12.08
440; 8; 17; 12.11
450; 8; 18; 12.19
460; 8; 18; 11.86
470; 8; 19; 12.47
480; 8; 16; 11.78
490; 8; 17; 11.83
500; 8; 17; 11.96
510; 8; 16; 11.43
520; 8; 17; 11.39
530; 8; 18; 12.2
540; 8; 18; 11.92
550; 8; 17; 11.67
560; 8; 18; 11.12
570; 8; 17; 11.46
580; 8; 17; 11.91
590; 8; 16; 11.55
600; 8; 17; 11.99
610; 8; 17; 11.94
620; 8; 17; 11.37
630; 8; 17; 11.61
640; 8; 18; 11.19
650; 8; 18; 12.1
660; 8; 18; 12.28
670; 8; 17; 12.15
680; 8; 17; 11.75
690; 8; 17; 11.91
700; 8; 16; 11.24
710; 8; 16; 11.58
720; 8; 17; 11.32
730; 8; 17; 12.01
740; 8; 18; 12.21
750; 8; 16; 11.88
760; 8; 17; 11.91
770; 8; 18; 12.09
780; 8; 18; 11.86
790; 8; 17; 12.58
800; 8; 17; 12.36
810; 8; 18; 12.17
820; 8; 18; 11.37
830; 8; 19; 11.75
840; 8; 18; 11.59
850; 8; 18; 11.09
860; 8; 19; 11.47
870; 8; 18; 11.35
880; 8; 18; 11.42
890; 8; 18; 11.57
900; 8; 17; 11.73
910; 8; 17; 11.26
920; 8; 18; 12.09
930; 8; 16; 11.19
940; 8; 17; 10.69
950; 8; 17; 10.46
960; 8; 17; 11.45
970; 8; 17; 11.26
980; 8; 17; 11.45
990; 8; 17; 11.83
1000; 8; 17; 11.37
1010; 8; 17; 11.78
1020; 8; 18; 11.46
1030; 8; 17; 11.56
1040; 8; 17; 11.08
1050; 8; 17; 11.57
1060; 8; 17; 12.07
1070; 8; 17; 12.31
1080; 8; 15; 11.01
1090; 8; 16; 11.95
1100; 8; 16; 11.28
1110; 8; 16; 11.33
1120; 8; 16; 11.89
1130; 8; 16; 11.83
1140; 8; 17; 12.58
1150; 8; 16; 11.91
1160; 8; 16; 12.18
1170; 8; 17; 11.94
1180; 8; 17; 11.59
1190; 8; 17; 12.71
1200; 8; 16; 12.23
1210; 8; 17; 12.47
1220; 8; 16; 11.68
1230; 8; 17; 11.47
1240; 8; 17; 11.65
1250; 8; 17; 11.97
1260; 8; 17; 11.7
1270; 8; 17; 12.27
1280; 8; 17; 12.2
1290; 8; 17; 11.49
1300; 8; 16; 12.43
1310; 8; 16; 11.54
1320; 8; 16; 11.4
1330; 8; 15; 11.9
1340; 8; 17; 11.71
1350; 8; 17; 11.66
1360; 8; 17; 11.71
1370; 8; 14; 10.93
1380; 8; 15; 11.69
1390; 8; 15; 11.05
1400; 8; 15; 11.15
1410; 8; 16; 11.05
1420; 8; 17; 11.42
1430; 8; 17; 11.71
1440; 8; 17; 12.06
1450; 8; 18; 12.21
1460; 8; 17; 11.7
1470; 8; 16; 11.78
1480; 8; 16; 11.41
1490; 8; 17; 12.21
1500; 8; 18; 11.51
1510; 8; 18; 11.61
1520; 8; 19; 11.42
1530; 8; 19; 12.19
1540; 8; 18; 11.92
1550; 8; 19; 11.83
1560; 8; 19; 12.13
1570; 8; 16; 11.08
1580; 8; 16; 11.25
1590; 8; 17; 11.3
1600; 8; 17; 11.25
1610; 8; 17; 11.89
1620; 8; 18; 11.66
1630; 8; 17; 11.74
1640; 8; 17; 11.51
1650; 8; 16; 11.17
1660; 8; 16; 11.87
1670; 8; 17; 11.88
1680; 8; 16; 12.16
1690; 8; 17; 11.98
1700; 8; 17; 11.73
1710; 8; 19; 11.91
1720; 8; 18; 12.67
1730; 8; 19; 12.6
1740; 8; 19; 12.69
1750; 8; 19; 12.26
1760; 8; 19; 12.7
1770; 8; 19; 12.19
1780; 8; 18; 11.83
1790; 8; 19; 12.14
1800; 8; 18; 12.35
1810; 8; 18; 12.31
1820; 8; 18; 11.38
1830; 8; 18; 11.87
1840; 8; 18; 12.18
1850; 8; 18; 11.9
1860; 8; 18; 12.33
1870; 8; 17; 11.55
1880; 8; 16; 11.95
1890; 8; 17; 12.25
1900; 8; 17; 11.33
1910; 8; 17; 11.95
1920; 8; 18; 11.88
1930; 8; 18; 12.34
1940; 8; 18; 12.4
1950; 8; 18; 12.6
1960; 8; 19; 11.93
1970; 8; 17; 12.07
1980; 8; 18; 12.33
1990; 8; 18; 11.62
2000; 8; 18; 12.07
2010; 8; 18; 11.87
2020; 8; 16; 10.25
2030; 8; 16; 10.42
2040; 8; 15; 10.71
2050; 8; 16; 11.4
2060; 8; 16; 11.33
2070; 8; 16; 11.41
2080; 8; 15; 11.62
2090; 8; 16; 11.38
2100; 8; 16; 11.59
2110; 8; 16; 11.23
2120; 8; 17; 12.06
2130; 8; 17; 11.96
2140; 8; 17; 12.2
2150; 8; 17; 12.26
2160; 8; 17; 11.93
2170; 8; 17; 11.72
2180; 8; 17; 11.26
2190; 8; 17; 11.27
2200; 8; 16; 11.57
2210; 8; 15; 9.97
2220; 8; 15; 10.87
2230; 8; 16; 11.47
2240; 8; 17; 11.71
2250; 8; 18; 12.4
2260; 8; 19; 11.91
2270; 8; 17; 12.23
2280; 8; 17; 11.87
2290; 8; 16; 11.51
2300; 8; 17; 11.79
2310; 8; 17; 11.84
2320; 8; 17; 11.8
2330; 8; 17; 11.71
2340; 8; 17; 12
2350; 8; 18; 12.68
2360; 8; 18; 11.68
2370; 8; 17; 11.28
2380; 8; 17; 11.62
2390; 8; 18; 12.03
2400; 8; 16; 11.52
2410; 8; 15; 11.34
2420; 8; 16; 10.65
2430; 8; 16; 11.06
2440; 8; 17; 11.09
2450; 8; 17; 11.89
2460; 8; 17; 11.79
2470; 8; 17; 12.35
2480; 8; 17; 12.33
2490; 8; 16; 12.8
2500; 8; 17; 10.8
2510; 8; 18; 12.14
2520; 8; 18; 11.8
2530; 8; 19; 11.62
2540; 8; 19; 11.51
2550; 8; 18; 12.05
2560; 8; 17; 11.3
2570; 8; 18; 11.61
2580; 8; 17; 11.84
2590; 8; 17; 11.07
2600; 8; 17; 11.76
2610; 8; 18; 11.74
2620; 8; 18; 11.81
2630; 8; 18; 11.63
2640; 8; 18; 12.13
2650; 8; 18; 12
2660; 8; 17; 11.9
2670; 8; 18; 12.34
2680; 8; 18; 11.91
2690; 8; 19; 12.3
2700; 8; 18; 12.26
2710; 8; 18; 11.77
2720; 8; 19; 12.32
2730; 8; 16; 11.62
2740; 8; 18; 11.29
2750; 8; 18; 11.55
2760; 8; 18; 11.96
2770; 8; 18; 11.32
2780; 8; 16; 11.3
2790; 8; 18; 11.65
2800; 8; 17; 11.74
2810; 8; 16; 11.23
2820; 8; 15; 11.54
