gen; best; worst; avg; dev
8210; 9; 10.76; 3.5089
8220; 9; 10.45; 3.50535
8230; 9; 10.69; 3.4805
8240; 9; 10.875; 3.54815
8250; 9; 10.56; 3.24598
8260; 9; 10.95; 3.31776
8270; 9; 10.59; 3.21899
8280; 9; 10.63; 3.25009
8290; 9; 10.745; 3.35559
8300; 9; 10.135; 2.85601
8310; 9; 10.565; 2.96239
8320; 9; 10.435; 3.05381
8330; 9; 10.365; 2.99529
8340; 9; 10.295; 2.99299
8350; 9; 10.585; 3.3575
8360; 9; 10.91; 3.4281
8370; 9; 10.475; 3.0544
8380; 9; 10.59; 3.15625
8390; 9; 10.31; 3.03873
8400; 9; 10.25; 2.88747
8410; 9; 10.4; 2.97658
8420; 9; 10.485; 2.91715
8430; 9; 10.645; 2.91187
8440; 9; 10.3; 2.81069
8450; 9; 10.42; 2.92636
8460; 9; 10.305; 3.08253
8470; 9; 10.385; 2.98275
8480; 9; 10.615; 3.2244
8490; 9; 10.93; 3.18042
8500; 9; 10.765; 3.24496
8510; 9; 10.77; 3.44196
8520; 9; 10.555; 3.3611
8530; 9; 11.405; 3.92695
8540; 9; 10.16; 2.8345
8550; 9; 10.365; 2.88994
8560; 9; 10.685; 2.901
8570; 9; 10.745; 2.96648
8580; 9; 11.095; 3.10902
8590; 9; 11.015; 3.27945
8600; 9; 11.27; 3.39074
8610; 9; 11.295; 3.43045
8620; 9; 10.965; 3.20371
8630; 9; 11.025; 3.3458
8640; 9; 10.525; 3.2449
8650; 9; 10.58; 3.27316
8660; 9; 10.94; 3.47799
8670; 9; 10.675; 3.22636
8680; 9; 10.5; 3.39264
8690; 9; 10.7; 3.33467
8700; 9; 10.815; 3.4858
8710; 9; 10.765; 3.67556
8720; 9; 10.79; 3.61191
8730; 9; 10.345; 3.24283
8740; 9; 10.735; 3.72891
8750; 9; 10.43; 3.28559
8760; 9; 11.04; 3.74812
8770; 9; 10.67; 3.33333
8780; 9; 10.695; 3.75393
8790; 9; 10.595; 3.40014
8800; 9; 10.815; 3.64702
8810; 9; 10.635; 3.52303
8820; 9; 10.8; 3.45109
8830; 9; 11.545; 3.98095
8840; 9; 11.025; 3.83854
8850; 9; 10.645; 3.55513
8860; 9; 11.415; 4.06851
8870; 9; 10.365; 2.82697
8880; 9; 10.42; 2.8572
8890; 9; 9.75; 1.66658
8900; 9; 10.14; 1.92104
8910; 9; 10.26; 2.16389
8920; 9; 10.295; 2.37023
8930; 9; 10.205; 2.31365
8940; 9; 10.085; 2.37861
8950; 9; 9.92; 2.39867
8960; 9; 10.285; 2.64268
8970; 9; 10.07; 2.57393
8980; 9; 10.125; 2.59025
8990; 9; 10.145; 2.68216
9000; 9; 10.17; 2.78946
9010; 9; 10.755; 3.01745
9020; 9; 10.605; 2.89465
9030; 9; 10.63; 2.99217
9040; 9; 10.435; 3.05218
9050; 9; 10.625; 3.22403
9060; 9; 10.99; 3.30301
9070; 9; 10.96; 3.31035
9080; 9; 11.18; 3.71182
9090; 9; 10.785; 3.42473
9100; 9; 11.14; 3.49577
9110; 9; 10.765; 3.24034
9120; 9; 10.535; 3.19042
9130; 9; 10.58; 3.35613
9140; 9; 10.975; 3.52624
9150; 9; 10.395; 2.94601
9160; 9; 10.505; 3.21403
9170; 9; 10.315; 3.06525
9180; 9; 10.735; 3.2764
9190; 9; 10.61; 3.18244
9200; 9; 10.45; 3.11408
9210; 9; 10.735; 3.48494
9220; 9; 10.67; 3.17192
9230; 9; 10.92; 3.34419
9240; 9; 10.97; 3.44951
9250; 9; 11.015; 3.45467
9260; 9; 10.95; 3.58434
9270; 9; 10.78; 3.55128
9280; 9; 10.325; 3.1811
9290; 9; 10.29; 3.2165
9300; 9; 10.885; 3.42079
9310; 9; 10.54; 3.46243
9320; 9; 10.615; 3.46652
9330; 9; 10.68; 3.28293
9340; 9; 10.845; 3.53709
9350; 9; 10.695; 3.53015
9360; 9; 10.81; 3.47619
9370; 9; 10.895; 3.55021
9380; 9; 10.915; 3.36865
9390; 9; 10.565; 3.40526
9400; 9; 10.9; 3.47131
9410; 9; 10.79; 3.50227
9420; 9; 10.8; 3.57631
9430; 9; 10.47; 3.21856
9440; 9; 11.025; 3.94771
9450; 9; 10.25; 2.79777
9460; 9; 11.1; 3.73765
9470; 9; 10.435; 2.91989
9480; 9; 10.505; 3.12089
9490; 9; 10.395; 3.04121
9500; 9; 10.535; 3.04775
9510; 9; 10.595; 3.1892
9520; 9; 11.165; 3.74136
9530; 9; 10.8; 3.33317
9540; 9; 10.95; 3.46807
9550; 9; 11.24; 3.75798
9560; 9; 10.965; 3.73012
9570; 9; 10.89; 3.60387
9580; 9; 10.975; 3.49634
9590; 9; 11.07; 3.63113
9600; 9; 11.465; 3.98105
gen; best; avg; dev
0; 21; 23.125; 0.793332
0; 20; 22.445; 0.697836
10; 17; 18.265; 0.771217
20; 14; 15.55; 0.691014
30; 14; 14.9; 0.655744
40; 13; 14.365; 0.762742
50; 13; 13.4; 0.583095
60; 12; 13.28; 0.549181
70; 12; 13.265; 0.533643
80; 12; 13.315; 0.525143
90; 12; 13.13; 0.665658
100; 11; 12.505; 0.616421
110; 11; 12.3; 0.574456
120; 11; 12.27; 0.50705
130; 12; 12.385; 0.60562
140; 11; 12.295; 0.638729
150; 11; 12.21; 0.711266
160; 11; 11.51; 0.599917
170; 10; 11.475; 0.647592
180; 10; 10.955; 0.743623
190; 10; 10.65; 0.719375
200; 10; 10.48; 0.574108
210; 10; 10.375; 0.688749
220; 10; 10.535; 0.871077
230; 10; 10.49; 0.93803
240; 10; 10.565; 1.10262
250; 10; 10.725; 1.35254
260; 9; 10.645; 1.44533
270; 9; 10.67; 1.61898
280; 9; 10.85; 1.97167
290; 9; 10.595; 2.16124
300; 9; 10.64; 2.43113
310; 9; 10.75; 2.66599
320; 9; 11.24; 2.8129
330; 9; 10.6; 2.87402
340; 9; 10.935; 3.00013
350; 9; 10.565; 2.87503
360; 9; 10.785; 2.9998
370; 9; 10.795; 3.12137
380; 9; 10.93; 3.28863
390; 9; 11; 3.31512
400; 9; 11.035; 3.46176
410; 9; 10.545; 2.98295
420; 9; 10.5; 3.04959
430; 9; 10.69; 3.12952
440; 9; 10.65; 3.18237
450; 9; 10.985; 3.31885
460; 9; 11.465; 4.01606
470; 9; 10.845; 3.37505
480; 9; 11.365; 3.56255
490; 9; 10.695; 3.2622
500; 9; 10.82; 3.18396
510; 9; 11.04; 3.4407
520; 9; 11.125; 3.59157
530; 9; 11.04; 3.34939
540; 9; 10.71; 3.28875
550; 9; 11.25; 3.55914
560; 9; 10.82; 3.38491
570; 9; 10.985; 3.47056
580; 9; 10.62; 3.49651
590; 9; 10.39; 3.15403
600; 9; 10.4; 3.14484
610; 9; 10.465; 3.16682
620; 9; 10.55; 3.54789
630; 9; 10.6; 3.24191
640; 9; 10.46; 3.20131
650; 9; 10.74; 3.2638
660; 9; 11.285; 3.48623
670; 9; 11.45; 3.72659
680; 9; 11.275; 3.40285
690; 9; 11.065; 3.73909
700; 9; 10.41; 3.21121
710; 9; 10.495; 3.25269
720; 9; 10.475; 3.36888
730; 9; 10.845; 3.44688
740; 9; 10.605; 3.41306
750; 9; 10.765; 3.51565
760; 9; 10.835; 3.43479
770; 9; 11.075; 3.68773
780; 9; 10.775; 3.62414
790; 9; 10.47; 3.45096
800; 9; 10.61; 3.33435
810; 9; 10.95; 3.46663
820; 9; 10.53; 3.38217
830; 9; 11.065; 3.49725
840; 9; 10.88; 3.4111
850; 9; 11.075; 3.45244
860; 9; 10.85; 3.45362
870; 9; 10.735; 3.13923
880; 9; 10.74; 3.36785
890; 9; 10.705; 3.18873
900; 9; 10.685; 3.23045
910; 9; 11.07; 3.32492
920; 9; 10.925; 3.09829
930; 9; 10.605; 3.25407
940; 9; 10.935; 3.34676
950; 9; 10.775; 3.43138
960; 9; 10.89; 3.50256
970; 9; 11.165; 3.81939
980; 9; 11.48; 3.79995
990; 9; 10.765; 3.51565
1000; 9; 11.29; 4.04053
1010; 9; 10.83; 3.4498
1020; 9; 11.105; 3.59638
1030; 9; 11.595; 3.78959
1040; 9; 11.285; 3.56844
1050; 9; 10.475; 3.2908
1060; 9; 10.54; 3.36874
1070; 9; 10.98; 3.87938
1080; 9; 10.605; 3.54809
1090; 9; 10.455; 3.40411
1100; 9; 10.505; 3.2218
1110; 9; 10.92; 3.5614
1120; 9; 10.53; 3.42478
1130; 9; 10.39; 3.3012
1140; 9; 10.955; 3.83184
1150; 9; 10.59; 3.43539
1160; 9; 10.745; 3.37787
1170; 9; 10.78; 3.35434
1180; 9; 10.56; 3.32361
1190; 9; 10.995; 3.70067
1200; 9; 10.68; 3.49537
1210; 9; 10.49; 3.31962
1220; 9; 10.595; 3.3602
1230; 9; 10.415; 3.22533
1240; 9; 10.455; 3.15721
1250; 9; 10.415; 3.37828
1260; 9; 10.225; 3.13757
1270; 9; 10.245; 3.23032
1280; 9; 10.73; 3.36558
1290; 9; 10.07; 3.05698
1300; 9; 10.255; 3.05123
1310; 9; 10.385; 3.20574
1320; 9; 10.245; 3.04056
1330; 9; 10.215; 3.04118
1340; 9; 10.075; 3.05113
1350; 9; 10.095; 3.07668
1360; 9; 10.48; 3.17326
1370; 9; 10.205; 3.08755
1380; 9; 10.12; 3.06686
1390; 9; 10.205; 3.02539
1400; 9; 9.725; 1.96961
1410; 9; 9.905; 2.12508
1420; 9; 10.09; 2.10283
1430; 9; 9.59; 1.94728
1440; 9; 9.77; 2.03399
1450; 9; 9.85; 2.18346
1460; 9; 10.105; 2.22351
1470; 9; 10.015; 2.32051
1480; 9; 10.3; 2.37908
1490; 9; 10.415; 2.56764
1500; 9; 10.285; 2.49074
1510; 9; 10.53; 2.61708
1520; 9; 10.41; 2.74989
1530; 9; 10.88; 3.125
1540; 9; 10.885; 3.21275
1550; 9; 10.44; 3.01271
1560; 9; 10.425; 2.70451
1570; 9; 10.075; 2.71834
1580; 9; 10.42; 2.78632
1590; 9; 10.745; 3.3541
1600; 9; 10.83; 3.06938
1610; 9; 10.565; 3.17424
1620; 9; 9.85; 2.34467
1630; 9; 9.77; 2.27532
1640; 9; 9.73; 2.31886
1650; 9; 10.185; 2.54377
1660; 9; 10.115; 2.38784
1670; 9; 10.115; 2.53807
1680; 9; 10.14; 2.47192
1690; 9; 10.29; 2.65629
1700; 9; 10.25; 2.718
1710; 9; 10.455; 2.85096
1720; 9; 10.13; 2.77545
1730; 9; 10.3; 2.78747
1740; 9; 10.045; 2.60633
1750; 9; 10.155; 2.65537
1760; 9; 10.355; 2.83354
1770; 9; 10.66; 2.90936
1780; 9; 10.515; 2.88613
1790; 9; 10.73; 3.226
1800; 9; 10.65; 3.0996
1810; 9; 10.615; 3.00113
1820; 9; 10.695; 3.17206
1830; 9; 10.575; 3.24413
1840; 9; 10.45; 3.38932
1850; 9; 10.76; 3.60588
1860; 9; 10.785; 3.62612
1870; 9; 10.86; 3.51574
1880; 9; 10.995; 3.73965
1890; 9; 10.655; 3.66688
1900; 9; 10.765; 3.66194
1910; 9; 10.515; 3.47991
1920; 9; 10.26; 3.16582
1930; 9; 10.93; 3.52776
1940; 9; 10.6; 3.24345
1950; 9; 10.38; 3.27957
1960; 9; 10.575; 3.53191
1970; 9; 10.785; 3.68901
1980; 9; 10.895; 3.61303
1990; 9; 10.505; 3.3749
2000; 9; 10.56; 3.33712
2010; 9; 10.705; 3.3538
2020; 9; 10.77; 3.16972
2030; 9; 10.525; 3.09182
2040; 9; 10.605; 3.19202
2050; 9; 10.61; 3.32384
2060; 9; 10.26; 3.13726
2070; 9; 10.57; 3.45327
2080; 9; 10.19; 3.08932
2090; 9; 10.05; 3.01952
2100; 9; 10.17; 3.05632
2110; 9; 10.27; 3.12524
2120; 9; 10.71; 3.57434
2130; 9; 10.73; 3.5773
2140; 9; 10.285; 3.24095
2150; 9; 10.41; 3.32444
2160; 9; 10.605; 3.15261
2170; 9; 10.45; 3.18865
2180; 9; 10.55; 3.26458
2190; 9; 11.08; 3.77672
2200; 9; 10.635; 3.32893
2210; 9; 10.605; 3.13193
2220; 9; 10.35; 3.23381
2230; 9; 11.035; 3.6337
2240; 9; 10.115; 2.91578
2250; 9; 9.815; 2.49214
2260; 9; 9.86; 2.56912
2270; 9; 10.1; 2.5923
2280; 9; 10.14; 2.61159
2290; 9; 10.21; 2.5663
2300; 9; 10.5; 2.76043
2310; 9; 10.12; 2.66188
2320; 9; 10.23; 2.78695
2330; 9; 10.57; 2.83991
2340; 9; 10.095; 2.45479
2350; 9; 10.42; 2.6122
2360; 9; 10.31; 2.71181
2370; 9; 10.445; 2.67899
2380; 9; 10.375; 2.76846
2390; 9; 10.285; 2.80246
2400; 9; 11.04; 3.00806
2410; 9; 10.695; 2.93121
2420; 9; 10.965; 3.15971
2430; 9; 10.78; 3.05804
2440; 9; 10.8; 3.25423
2450; 9; 10.805; 3.25069
2460; 9; 11.39; 3.63427
2470; 9; 10.945; 3.24838
2480; 9; 10.585; 3.19574
2490; 9; 10.8; 3.14643
2500; 9; 11.385; 3.42005
2510; 9; 11.075; 3.47554
2520; 9; 11.24; 3.72457
2530; 9; 11.465; 3.51124
2540; 9; 10.925; 3.27405
2550; 9; 11.38; 3.8504
2560; 9; 11.215; 3.40276
2570; 9; 11.045; 3.57253
2580; 9; 10.96; 3.58865
2590; 9; 11.1; 3.57771
2600; 9; 11.11; 3.63702
2610; 9; 10.96; 3.64807
2620; 9; 11.095; 3.60777
2630; 9; 11.17; 3.93841
2640; 9; 11.075; 4.01365
2650; 9; 10.5; 3.2218
2660; 9; 10.475; 3.2908
2670; 9; 11.275; 3.56081
2680; 9; 10.425; 3.27023
2690; 9; 10.475; 3.2217
2700; 9; 10.615; 3.33418
2710; 9; 10.63; 3.509
2720; 9; 10.495; 3.30151
2730; 9; 10.945; 3.58357
2740; 9; 10.495; 3.33916
2750; 9; 10.9; 3.26343
2760; 9; 10.895; 3.59916
2770; 9; 10.785; 3.35988
2780; 9; 10.84; 3.41532
2790; 9; 10.705; 3.44354
2800; 9; 11.5; 3.83536
2810; 9; 11.285; 3.75816
2820; 9; 10.69; 3.48911
2830; 9; 10.815; 3.91801
2840; 9; 10.43; 3.43731
2850; 9; 11.06; 3.57161
2860; 9; 10.895; 3.76882
2870; 9; 10.25; 3.2152
2880; 9; 10.38; 3.19931
2890; 9; 10.575; 3.20693
2900; 9; 10.87; 3.32612
2910; 9; 10.6; 3.17805
2920; 9; 10.895; 3.31421
2930; 9; 10.98; 3.27713
2940; 9; 10.865; 3.47373
2950; 9; 10.395; 3.1542
2960; 9; 11.035; 3.68019
2970; 9; 11.19; 3.56706
2980; 9; 10.825; 3.25797
2990; 9; 10.965; 3.35615
3000; 9; 11.155; 3.40455
3010; 9; 11.455; 3.48109
3020; 9; 11.545; 3.60111
3030; 9; 11.34; 3.57553
3040; 9; 10.785; 3.52403
3050; 9; 10.915; 3.61217
3060; 9; 10.545; 3.45079
3070; 9; 10.895; 3.50913
3080; 9; 9.895; 2.10095
3090; 9; 10.33; 2.17051
3100; 9; 10.45; 2.31247
3110; 9; 10.25; 2.42023
3120; 9; 10.37; 2.54619
3130; 9; 10.635; 2.93799
3140; 9; 10.42; 2.66713
3150; 9; 10.72; 2.98523
3160; 9; 10.44; 2.98603
3170; 9; 10.445; 3.09951
3180; 9; 10.79; 3.04892
3190; 9; 10.675; 3.34655
3200; 9; 10.745; 3.11608
3210; 9; 10.015; 2.21918
3220; 9; 9.98; 2.21576
3230; 9; 10.225; 2.2615
3240; 9; 9.99; 2.26272
3250; 9; 10.07; 2.38225
3260; 9; 10.3; 2.45967
3270; 9; 10.46; 2.50368
3280; 9; 10.85; 2.70509
3290; 9; 10.205; 2.64064
3300; 9; 10.445; 2.98278
3310; 9; 10.31; 2.94854
3320; 9; 10.79; 3.28571
3330; 9; 10.91; 3.27138
3340; 9; 10.535; 3.0543
3350; 9; 10.9; 3.26037
3360; 9; 10.805; 3.12362
3370; 9; 11.04; 3.3628
3380; 9; 11.115; 3.35138
3390; 9; 10.955; 3.32159
3400; 9; 11.46; 3.82209
3410; 9; 10.76; 3.36933
3420; 9; 11.015; 3.62005
3430; 9; 11.135; 3.46508
3440; 9; 11.24; 3.40476
3450; 9; 11.055; 3.36184
3460; 9; 10.495; 3.06757
3470; 9; 10.635; 3.20808
3480; 9; 10.87; 3.23158
3490; 9; 10.77; 3.32372
3500; 9; 11.24; 3.59477
3510; 9; 11.165; 3.50824
3520; 9; 10.475; 3.22636
3530; 9; 10.52; 3.26031
3540; 9; 11.325; 3.93438
3550; 9; 10.99; 3.618
3560; 9; 10.61; 3.22458
3570; 9; 10.975; 3.79926
3580; 9; 10.66; 3.38591
3590; 9; 10.21; 2.8576
3600; 9; 10.815; 3.24049
3610; 9; 10.675; 3.13518
3620; 9; 10.455; 2.94754
3630; 9; 10.69; 3.13112
3640; 9; 10.245; 3.07164
3650; 9; 10.835; 3.458
3660; 9; 10.84; 3.60477
3670; 9; 10.45; 3.02118
3680; 9; 10.36; 3.0034
3690; 9; 11.6; 3.89872
3700; 9; 11.195; 3.53369
3710; 9; 10.45; 3.19022
3720; 9; 10.375; 3.06339
3730; 9; 10.555; 3.59819
3740; 9; 9.97; 2.59983
3750; 9; 10.045; 2.68756
3760; 9; 10.275; 2.70543
3770; 9; 10.245; 2.80267
3780; 9; 10.55; 2.99792
3790; 9; 10.245; 2.94363
3800; 9; 10.735; 3.06672
3810; 9; 10.745; 2.93768
3820; 9; 10.32; 3.01291
3830; 9; 10.73; 3.26452
3840; 9; 10.96; 3.20443
3850; 9; 10.825; 3.23796
3860; 9; 10.68; 3.18396
3870; 9; 10.375; 2.97395
3880; 9; 10.405; 3.03331
3890; 9; 10.785; 3.24481
3900; 9; 10.945; 3.29272
3910; 9; 10.865; 3.53649
3920; 9; 11.025; 3.42263
3930; 9; 11.405; 3.58064
3940; 9; 10.86; 3.49863
3950; 9; 11.155; 3.55119
3960; 9; 11.065; 3.59872
3970; 9; 10.915; 3.69158
3980; 9; 11.055; 3.49027
3990; 9; 11.34; 3.61585
4000; 9; 11.025; 3.69518
4010; 9; 11.34; 3.67755
4020; 9; 11.315; 3.66139
4030; 9; 11.15; 3.8259
4040; 9; 11.3; 3.90896
4050; 9; 10.53; 3.24177
4060; 9; 11.485; 3.95724
4070; 9; 10.83; 3.31076
4080; 9; 10.97; 3.44951
4090; 9; 11.245; 3.32189
4100; 9; 11.43; 3.39339
4110; 9; 11.335; 3.37828
4120; 9; 11.24; 3.17843
4130; 9; 11.495; 3.43511
4140; 9; 11.42; 3.35762
4150; 9; 11.725; 3.61239
4160; 9; 11.355; 3.44804
4170; 9; 11.415; 3.50896
4180; 9; 11.12; 3.5715
4190; 9; 11.22; 3.62789
4200; 9; 11.285; 3.41815
4210; 9; 11.91; 3.89254
4220; 9; 11.415; 3.99034
4230; 9; 10.765; 3.43362
4240; 9; 11.48; 4.0348
4250; 9; 10.88; 3.51648
4260; 9; 10.835; 3.43188
4270; 9; 11.225; 3.53332
4280; 9; 11.015; 3.68847
4290; 9; 11.045; 3.50613
4300; 9; 11.02; 3.69589
4310; 9; 11.38; 3.88273
4320; 9; 11.765; 3.71076
4330; 9; 11.28; 3.70427
4340; 9; 11.415; 3.67053
4350; 9; 11.81; 3.91202
4360; 9; 11.775; 3.82026
4370; 9; 11.605; 3.9216
4380; 9; 11.31; 3.75152
4390; 9; 11.095; 3.47793
4400; 9; 11.44; 3.44186
4410; 9; 11.825; 3.60754
4420; 9; 11.285; 3.6033
4430; 9; 11.56; 3.47943
4440; 9; 10.555; 2.88392
4450; 9; 10.565; 2.91989
4460; 9; 10.645; 3.05597
4470; 9; 11.01; 3.14323
4480; 9; 10.72; 3.24524
4490; 9; 11.135; 3.44046
4500; 9; 10.96; 3.39388
4510; 9; 11.36; 3.63186
4520; 9; 10.78; 3.53152
4530; 9; 11.19; 3.63647
4540; 9; 10.95; 3.54225
4550; 9; 10.35; 3.27986
4560; 9; 10.37; 3.11819
4570; 9; 10.505; 3.14165
4580; 9; 10.725; 3.40579
4590; 9; 10.575; 3.1503
4600; 9; 10.99; 3.33315
4610; 9; 11.165; 3.22921
4620; 9; 11.35; 3.33279
4630; 9; 11.3; 3.37787
4640; 9; 11.445; 3.58008
4650; 9; 12.03; 3.8677
4660; 9; 11.925; 3.75491
4670; 9; 11.39; 3.69295
4680; 9; 11.305; 3.60998
4690; 9; 10.56; 2.77964
4700; 9; 10.865; 2.80299
4710; 9; 10.69; 2.90584
4720; 9; 11.015; 3.31734
4730; 9; 11.27; 3.15073
4740; 9; 11.17; 3.18451
4750; 9; 11.12; 3.49365
4760; 9; 11.375; 3.63103
4770; 9; 11.01; 3.47274
4780; 9; 11.68; 3.50537
4790; 9; 11.31; 3.55864
4800; 9; 11.86; 3.84973
4810; 9; 11.395; 3.49985
4820; 9; 11.11; 3.63564
4830; 9; 11.66; 3.7609
4840; 9; 11.905; 4.27153
4850; 9; 12.035; 4.12356
4860; 9; 11.915; 4.24002
4870; 9; 11.12; 3.82565
4880; 9; 11.29; 3.69268
4890; 9; 11.94; 3.79689
4900; 9; 11.705; 4.02467
4910; 9; 11.445; 3.67246
4920; 9; 11.52; 3.83401
4930; 9; 11.595; 3.74846
4940; 9; 12.245; 4.03051
4950; 9; 11.35; 3.61628
4960; 9; 11; 3.46699
4970; 9; 11.73; 3.51242
4980; 9; 11.71; 3.49656
4990; 9; 11.415; 3.63906
5000; 9; 11.32; 3.71451
5010; 9; 11.31; 3.73013
5020; 9; 11.515; 3.85743
5030; 9; 11.75; 3.96453
5040; 9; 11.47; 3.58735
5050; 9; 11.425; 3.91847
5060; 9; 11.34; 3.77815
5070; 9; 11.61; 3.88689
5080; 9; 12.06; 4.09956
5090; 9; 11.89; 4.07037
5100; 9; 11.79; 3.94283
5110; 9; 11.84; 3.88386
5120; 9; 11.485; 3.82881
5130; 9; 12.35; 3.90352
5140; 9; 11.34; 3.58391
5150; 9; 11.955; 3.90807
5160; 9; 11.745; 4.15692
5170; 9; 11.895; 3.61026
5180; 9; 11.475; 3.81829
5190; 9; 11.53; 4.02854
5200; 9; 11.995; 4.11278
5210; 9; 11.42; 3.82408
5220; 9; 10.99; 3.81705
5230; 9; 11.37; 4.07837
5240; 9; 11.2; 3.91024
5250; 9; 10.71; 3.71024
5260; 9; 10.805; 3.70364
5270; 9; 10.78; 3.4701
5280; 9; 11.07; 3.66812
5290; 9; 10.37; 3.06155
5300; 9; 10.285; 3.04529
5310; 9; 10.63; 3.07459
5320; 9; 10.575; 3.17086
5330; 9; 10.695; 3.36333
5340; 9; 10.825; 3.46185
5350; 9; 10.695; 3.2668
5360; 9; 11.43; 3.47924
5370; 9; 11.395; 3.6454
5380; 9; 11.65; 3.95443
5390; 9; 10.87; 3.33513
5400; 9; 11.755; 3.94271
5410; 9; 11.115; 3.49597
5420; 9; 11.58; 3.7207
5430; 9; 11.235; 3.60275
5440; 9; 10.585; 3.08103
5450; 9; 10.55; 3.1682
5460; 9; 10.605; 3.12233
5470; 9; 11.13; 3.80435
5480; 9; 10.375; 3.24413
5490; 9; 10.495; 3.16385
5500; 9; 10.38; 3.23197
5510; 9; 10.885; 3.88996
5520; 9; 11.19; 3.60609
5530; 9; 11.04; 3.48546
5540; 9; 11.08; 3.45595
5550; 9; 11.2; 3.44384
5560; 9; 11.365; 3.81074
5570; 9; 12.075; 4.19158
5580; 9; 11.215; 3.87412
5590; 9; 10.725; 3.50134
5600; 9; 11.35; 4.02834
5610; 9; 11.1; 3.72693
5620; 9; 10.98; 3.61381
5630; 9; 10.93; 3.70474
5640; 9; 10.91; 3.51879
5650; 9; 10.87; 3.68959
5660; 9; 11.28; 3.92194
5670; 9; 10.92; 3.82539
5680; 9; 10.835; 3.5983
5690; 9; 11.01; 3.5763
5700; 9; 10.65; 3.24307
5710; 9; 10.81; 3.38584
5720; 9; 11.07; 3.56582
5730; 9; 10.485; 3.31357
5740; 9; 10.83; 3.54134
5750; 9; 10.305; 3.07278
5760; 9; 10.53; 3.06416
5770; 9; 11.1; 3.64829
5780; 9; 10.81; 3.44004
5790; 9; 10.705; 3.34634
5800; 9; 10.72; 3.44697
5810; 9; 11.25; 3.36118
5820; 9; 11.285; 3.61853
5830; 9; 10.74; 3.43401
5840; 9; 11.035; 3.77409
5850; 9; 11.425; 3.71408
5860; 9; 10.375; 3.33082
5870; 9; 10.21; 3.07992
5880; 9; 10.28; 3.08733
5890; 9; 10.525; 3.20615
5900; 9; 10.475; 3.10956
5910; 9; 10.525; 3.1208
5920; 9; 10.92; 3.62955
5930; 9; 10.375; 3.27634
5940; 9; 10.215; 3.1207
5950; 9; 10.325; 3.13678
5960; 9; 10.625; 3.3218
5970; 9; 10.425; 3.38
5980; 9; 10.325; 3.09506
5990; 9; 10.435; 3.14576
6000; 9; 10.7; 3.42491
6010; 9; 10.5; 3.42637
6020; 9; 10.525; 3.30142
6030; 9; 10.555; 3.38038
6040; 9; 10.55; 3.40991
6050; 9; 10.86; 3.43372
6060; 9; 10.555; 3.46222
6070; 9; 10.48; 3.42047
6080; 9; 10.585; 3.51038
6090; 9; 10.705; 3.59138
6100; 9; 10.56; 3.23364
6110; 9; 10.485; 3.28782
6120; 9; 10.5; 3.26343
6130; 9; 10.58; 3.36654
6140; 9; 11.415; 3.75537
6150; 9; 10.865; 3.7439
6160; 9; 10.65; 3.46085
6170; 9; 10.09; 3.01362
6180; 9; 10.12; 2.96574
6190; 9; 10.165; 2.9762
6200; 9; 10.295; 3.04105
6210; 9; 10.26; 3.10522
6220; 9; 10.305; 3.05155
6230; 9; 10.285; 3.16919
6240; 9; 10.55; 3.37602
6250; 9; 10.76; 3.39888
6260; 9; 10.985; 3.39039
6270; 9; 10.635; 3.34989
6280; 9; 11.3; 3.59861
6290; 9; 11.085; 4.02092
6300; 9; 10.63; 3.42974
6310; 9; 10.72; 3.59049
6320; 9; 10.31; 3.19435
6330; 9; 10.57; 3.62975
6340; 9; 10.355; 3.2014
6350; 9; 10.245; 3.18826
6360; 9; 10.13; 3.14056
6370; 9; 9.98; 2.67574
6380; 9; 10.11; 2.66794
6390; 9; 10.285; 2.76112
6400; 9; 10.495; 2.84077
6410; 9; 10.475; 2.93247
6420; 9; 10.755; 3.37268
6430; 9; 11.03; 3.57199
6440; 9; 10.31; 2.97891
6450; 9; 10.56; 3.07513
6460; 9; 9.985; 2.69718
6470; 9; 10.165; 2.80317
6480; 9; 10.28; 2.90028
6490; 9; 10.195; 2.87697
6500; 9; 10.235; 2.87398
6510; 9; 10.24; 2.99873
6520; 9; 10.315; 3.14893
6530; 9; 10.13; 3.01548
6540; 9; 10.665; 3.25926
6550; 9; 10.235; 3.09189
6560; 9; 9.88; 2.63924
6570; 9; 9.985; 2.67858
6580; 9; 10.11; 2.66231
6590; 9; 10.04; 2.71264
6600; 9; 10.23; 2.76534
6610; 9; 10.17; 2.7315
6620; 9; 10.42; 2.82376
6630; 9; 10.37; 2.91943
6640; 9; 10.59; 3.08252
6650; 9; 10.85; 2.99458
6660; 9; 10.95; 2.97279
6670; 9; 10.765; 3.13844
6680; 9; 10.655; 3.13783
6690; 9; 10.815; 3.29101
6700; 9; 10.665; 3.22998
6710; 9; 11.205; 3.66647
6720; 9; 10.58; 3.402
6730; 9; 10.68; 3.11891
6740; 9; 10.77; 3.19329
6750; 9; 11.155; 3.13384
6760; 9; 11.285; 3.29299
6770; 9; 10.99; 3.3526
6780; 9; 11.18; 3.46376
6790; 9; 11.24; 3.48172
6800; 9; 11.825; 3.56712
6810; 9; 11.095; 3.24129
6820; 9; 11.215; 3.41156
6830; 9; 10.875; 3.39549
6840; 9; 11.105; 3.50628
6850; 9; 10.825; 3.46185
6860; 9; 10.97; 3.59987
