gen; best; worst; avg; dev
2360; 9; 10.575; 2.85208
2370; 9; 10.74; 3.14998
2380; 9; 10.855; 3.1708
2390; 9; 10.39; 2.92026
2400; 9; 10.59; 3.05645
2410; 9; 10.785; 3.06411
2420; 9; 10.675; 3.1272
2430; 9; 10.95; 3.25077
2440; 9; 10.53; 3.31045
2450; 9; 10.72; 3.20649
2460; 9; 10.455; 3.16196
2470; 9; 10.71; 3.16321
2480; 9; 10.435; 3.1138
2490; 9; 10.42; 3.10702
2500; 9; 10.575; 3.07317
2510; 9; 10.635; 3.12758
2520; 9; 11.165; 3.37161
2530; 9; 10.83; 3.49873
2540; 9; 10.91; 3.33795
2550; 9; 10.615; 3.30859
2560; 9; 10.895; 3.29909
2570; 9; 10.545; 3.24622
2580; 9; 10.65; 3.1205
2590; 9; 10.865; 3.53932
2600; 9; 10.72; 3.55128
2610; 9; 10.635; 3.51735
2620; 9; 10.535; 3.22626
2630; 9; 10.75; 3.43766
2640; 9; 10.75; 3.20117
2650; 9; 10.895; 3.15658
2660; 9; 10.82; 3.38195
2670; 9; 10.915; 3.35526
2680; 9; 11.005; 3.18982
2690; 9; 10.58; 3.33521
2700; 9; 10.92; 3.60328
2710; 9; 10.58; 3.39906
2720; 9; 10.325; 2.99823
2730; 9; 10.545; 3.22149
2740; 9; 10.305; 3.14197
2750; 9; 10.57; 3.12971
2760; 9; 10.575; 3.18502
2770; 9; 10.405; 2.98513
2780; 9; 10.225; 2.94862
2790; 9; 9.61; 1.71694
2800; 9; 9.7; 1.772
2810; 9; 9.85; 1.79095
2820; 9; 9.81; 1.91413
2830; 9; 10.12; 1.98131
2840; 9; 10.215; 2.17687
2850; 9; 9.985; 2.20108
2860; 9; 9.885; 2.18901
2870; 9; 10.035; 2.3246
2880; 9; 10.115; 2.56939
2890; 9; 10.215; 2.44924
2900; 9; 9.93; 2.3654
2910; 9; 10.135; 2.41801
2920; 9; 10.13; 2.42963
2930; 9; 10.19; 2.62753
2940; 9; 10.475; 2.64941
2950; 9; 10.045; 2.52843
2960; 9; 9.945; 2.46617
2970; 9; 10.145; 2.54243
2980; 9; 10.32; 2.69028
2990; 9; 10.335; 2.63302
3000; 9; 10.405; 2.73696
3010; 9; 10.615; 2.75441
3020; 9; 9.7; 1.8412
3030; 9; 9.755; 1.8934
3040; 9; 9.845; 2.00274
3050; 9; 9.765; 2.01241
3060; 9; 9.825; 2.05776
3070; 9; 9.69; 2.11988
3080; 9; 9.58; 1.98837
3090; 9; 10.335; 2.82892
3100; 9; 9.735; 2.15053
3110; 9; 9.74; 2.2522
3120; 9; 10; 2.31301
3130; 9; 9.93; 2.34629
3140; 9; 10.045; 2.42755
3150; 9; 10.14; 2.43729
3160; 9; 9.965; 2.50874
3170; 9; 9.89; 2.38493
3180; 9; 10.25; 2.54706
3190; 9; 9.685; 2.12739
3200; 9; 9.65; 2.10891
3210; 9; 9.755; 2.11068
3220; 9; 9.235; 0.435632
3230; 9; 9.38; 0.667533
3240; 9; 9.3; 0.509902
3250; 9; 9.6; 0.860233
3260; 9; 9.82; 1.30292
3270; 9; 9.875; 1.54252
3280; 9; 10.025; 1.74481
3290; 9; 10.285; 1.9323
3300; 9; 10.37; 2.08401
3310; 9; 10.42; 2.27895
3320; 9; 10.56; 2.47111
3330; 9; 10.41; 2.417
3340; 9; 10.32; 2.49351
3350; 9; 10.44; 2.60891
3360; 9; 10.465; 2.63605
3370; 9; 10.645; 2.73477
3380; 9; 10.695; 3.03348
3390; 9; 11.38; 3.13458
3400; 9; 11.57; 3.68173
3410; 9; 11.03; 3.35546
3420; 9; 10.9; 3.46699
3430; 9; 11.04; 3.58586
3440; 9; 10.495; 3.20468
3450; 9; 10.775; 3.44447
3460; 9; 10.68; 3.31174
3470; 9; 10.385; 3.19637
3480; 9; 10.125; 2.63237
3490; 9; 9.965; 2.73748
3500; 9; 9.475; 1.60604
3510; 9; 9.565; 1.73948
3520; 9; 9.75; 1.71974
3530; 9; 9.745; 2.00997
3540; 9; 9.74; 1.84727
3550; 9; 9.545; 1.71113
3560; 9; 9.725; 1.69097
3570; 9; 9.645; 1.72307
3580; 9; 9.81; 2.17805
3590; 9; 9.68; 2.01435
3600; 9; 9.705; 2.01196
3610; 9; 9.785; 2.09733
3620; 9; 9.92; 2.18257
3630; 9; 10.09; 2.36894
3640; 9; 9.985; 2.2792
3650; 9; 9.825; 2.30312
3660; 9; 9.665; 2.11726
3670; 9; 9.735; 2.18513
3680; 9; 9.36; 0.591946
3690; 9; 9.35; 0.676387
3700; 9; 9.46; 0.921086
3710; 9; 9.585; 1.11927
3720; 9; 9.6; 1.17473
3730; 9; 9.635; 1.34973
3740; 9; 9.63; 1.56624
3750; 9; 9.725; 1.76618
3760; 9; 9.575; 1.35069
3770; 9; 9.685; 1.53811
3780; 9; 9.61; 1.4859
3790; 9; 9.675; 1.70569
3800; 9; 9.745; 1.80277
3810; 9; 9.76; 1.90063
3820; 9; 9.67; 1.93936
3830; 9; 9.725; 1.91033
3840; 9; 9.37; 0.577148
3850; 9; 9.4; 0.6245
3860; 9; 9.395; 0.706382
3870; 9; 9.3; 0.556776
3880; 9; 9.35; 0.61441
3890; 9; 9.325; 0.706665
3900; 9; 9.41; 0.922984
3910; 9; 9.495; 1.15325
3920; 9; 9.685; 1.32882
3930; 9; 9.665; 1.33146
3940; 9; 9.59; 1.4601
3950; 9; 9.76; 1.55319
3960; 9; 9.735; 1.62012
3970; 9; 9.91; 1.81436
3980; 9; 9.31; 0.551271
3990; 9; 9.295; 0.630853
4000; 9; 9.385; 0.759457
4010; 9; 9.42; 0.879545
4020; 9; 9.305; 0.501971
4030; 9; 9.33; 0.641171
4040; 9; 9.41; 0.884251
4050; 9; 9.49; 1.0954
4060; 9; 9.57; 1.32102
4070; 9; 9.675; 1.41045
4080; 9; 9.67; 1.53984
4090; 9; 9.33; 0.900611
4100; 9; 9.395; 0.974153
4110; 9; 9.5; 1.11803
4120; 9; 9.605; 1.35609
4130; 9; 9.25; 0.47697
4140; 9; 9.355; 0.518628
4150; 9; 9.405; 0.633226
4160; 9; 9.365; 0.625919
4170; 9; 9.305; 0.694244
4180; 9; 9.375; 0.578252
4190; 9; 9.41; 0.679632
4200; 9; 9.4; 0.7
4210; 9; 9.335; 0.642476
4220; 9; 9.515; 0.984772
4230; 9; 9.49; 0.974628
4240; 9; 9.6; 1.12694
4250; 9; 9.625; 1.22245
4260; 9; 9.61; 1.17384
4270; 9; 9.7; 1.27671
4280; 9; 9.765; 1.80825
4290; 9; 9.705; 1.79944
4300; 9; 9.885; 1.93695
4310; 9; 10.02; 2.04441
4320; 9; 9.835; 2.08273
4330; 9; 9.795; 1.98065
4340; 9; 9.535; 1.73458
4350; 9; 9.775; 1.74768
4360; 9; 9.72; 1.87659
4370; 9; 9.73; 1.9563
4380; 9; 9.67; 1.9134
4390; 9; 9.69; 1.96314
4400; 9; 9.3; 0.547723
4410; 9; 9.35; 0.68374
4420; 9; 9.415; 0.736733
4430; 9; 9.55; 0.952628
4440; 9; 9.86; 1.34551
4450; 9; 9.85; 1.55804
4460; 9; 9.91; 1.75838
4470; 9; 9.955; 1.89815
4480; 9; 10.175; 2.25486
4490; 9; 10.2; 2.31517
4500; 9; 10.37; 2.55208
4510; 9; 10.275; 2.49186
4520; 9; 10.315; 2.57794
4530; 9; 10.405; 2.47002
4540; 9; 10.235; 2.59996
4550; 9; 10.39; 2.68103
4560; 9; 9.93; 2.28803
4570; 9; 10.095; 2.43228
4580; 9; 10.16; 2.45854
4590; 9; 9.805; 2.35095
4600; 9; 9.96; 2.42454
4610; 9; 9.93; 2.48497
4620; 9; 10.005; 2.57778
4630; 9; 10.12; 2.89406
4640; 9; 9.85; 2.48747
4650; 9; 10.045; 2.43372
4660; 9; 10.19; 2.60075
4670; 9; 10.19; 2.59883
4680; 9; 10.695; 3.30181
4690; 9; 10.07; 2.70094
4700; 9; 9.86; 2.31093
4710; 9; 9.35; 0.676387
4720; 9; 9.3; 0.632456
4730; 9; 9.415; 0.861844
4740; 9; 9.435; 1.1295
4750; 9; 9.415; 1.16309
4760; 9; 9.46; 1.23628
4770; 9; 9.51; 1.32284
4780; 9; 9.595; 1.42512
4790; 9; 9.535; 1.36337
4800; 9; 9.925; 1.70569
4810; 9; 9.925; 1.97215
4820; 9; 9.52; 1.26475
4830; 9; 9.34; 0.674092
4840; 9; 9.375; 0.808934
4850; 9; 9.475; 0.994673
4860; 9; 9.29; 0.570877
4870; 9; 9.445; 0.704965
4880; 9; 9.6; 0.932738
4890; 9; 9.67; 1.22927
4900; 9; 9.825; 1.39799
4910; 9; 9.635; 1.34973
4920; 9; 9.615; 1.43763
4930; 9; 9.475; 1.51966
4940; 9; 9.545; 1.53231
4950; 9; 9.58; 1.58543
4960; 9; 9.52; 1.45588
4970; 9; 9.305; 0.49191
4980; 9; 9.305; 0.531013
4990; 9; 9.315; 0.561939
5000; 9; 9.405; 0.813004
5010; 9; 9.485; 0.999887
5020; 9; 9.545; 1.2116
5030; 9; 9.545; 1.35203
5040; 9; 9.26; 0.482079
5050; 9; 9.305; 0.49191
5060; 9; 9.42; 0.776917
5070; 9; 9.285; 0.503761
5080; 9; 9.27; 0.622174
5090; 9; 9.35; 0.630476
5100; 9; 9.375; 0.717199
5110; 9; 9.395; 0.754304
5120; 9; 9.345; 0.771994
5130; 9; 9.435; 0.925081
5140; 9; 9.505; 0.953926
5150; 9; 9.415; 0.879076
5160; 9; 9.375; 0.929718
5170; 9; 9.465; 1.113
5180; 9; 9.535; 1.22832
5190; 9; 9.525; 1.23668
5200; 9; 9.52; 1.35263
5210; 9; 9.6; 1.53297
5220; 9; 9.875; 1.67612
5230; 9; 9.925; 2.00733
5240; 9; 9.445; 1.32173
5250; 9; 9.69; 1.56968
5260; 9; 9.93; 1.82074
5270; 9; 9.76; 1.7095
5280; 9; 9.91; 1.91883
5290; 9; 9.955; 2.08638
5300; 9; 9.62; 1.84813
5310; 9; 9.83; 2.152
5320; 9; 9.725; 1.98227
5330; 9; 9.63; 1.86363
5340; 9; 9.505; 1.45944
5350; 9; 9.55; 1.47564
5360; 9; 9.66; 1.57937
5370; 9; 9.675; 1.60604
5380; 9; 9.75; 1.72264
5390; 9; 9.535; 1.4418
5400; 9; 9.445; 1.52872
5410; 9; 9.675; 1.6791
5420; 9; 9.9; 1.81934
5430; 9; 9.865; 1.86193
5440; 9; 10.07; 2.08689
5450; 9; 9.96; 2.11622
5460; 9; 9.795; 1.92431
5470; 9; 9.72; 1.828
5480; 9; 9.755; 1.97357
5490; 9; 9.82; 2.07548
5500; 9; 10.015; 2.23266
5510; 9; 9.655; 2.04597
5520; 9; 9.73; 2.26652
5530; 9; 9.95; 2.25776
5540; 9; 9.91; 2.08612
5550; 9; 9.82; 2.15583
5560; 9; 9.935; 2.23848
5570; 9; 9.575; 1.89588
5580; 9; 9.65; 1.88082
5590; 9; 9.68; 1.67857
5600; 9; 9.7; 1.73494
5610; 9; 9.58; 1.73597
5620; 9; 9.485; 1.69699
5630; 9; 9.475; 1.23668
5640; 9; 9.41; 0.970515
5650; 9; 9.36; 1.02489
5660; 9; 9.32; 0.536284
5670; 9; 9.39; 0.614736
5680; 9; 9.365; 0.649442
5690; 9; 9.385; 0.778958
5700; 9; 9.43; 0.913838
5710; 9; 9.34; 0.635925
5720; 9; 9.605; 0.817909
5730; 9; 9.37; 0.634902
5740; 9; 9.37; 0.577148
5750; 9; 9.405; 0.742277
5760; 9; 9.595; 1.1406
5770; 9; 9.785; 1.29568
5780; 9; 9.99; 1.73202
5790; 9; 9.95; 1.89407
5800; 9; 9.39; 0.90989
5810; 9; 9.465; 1.06713
5820; 9; 9.565; 1.29837
5830; 9; 9.67; 1.42867
5840; 9; 9.455; 1.35572
5850; 9; 9.555; 1.48559
5860; 9; 9.515; 1.57155
5870; 9; 9.69; 1.60434
5880; 9; 9.55; 1.53542
5890; 9; 9.625; 1.63229
5900; 9; 9.88; 1.69871
5910; 9; 9.665; 1.64097
5920; 9; 9.395; 0.948143
5930; 9; 9.455; 0.947615
5940; 9; 9.465; 1.07181
5950; 9; 9.62; 1.27499
5960; 9; 9.515; 1.2449
5970; 9; 9.535; 1.27623
5980; 9; 9.465; 1.32995
5990; 9; 9.595; 1.45979
6000; 9; 9.77; 1.62699
6010; 9; 9.72; 1.9803
6020; 9; 9.325; 1.12222
6030; 9; 9.605; 1.26845
6040; 9; 9.555; 1.34424
6050; 9; 9.5; 1.37113
6060; 9; 9.535; 1.48619
6070; 9; 9.815; 1.70903
6080; 9; 9.925; 2.1655
6090; 9; 9.775; 1.981
6100; 9; 9.765; 1.99243
6110; 9; 9.925; 2.2044
6120; 9; 9.925; 2.18618
6130; 9; 9.9; 2.29565
6140; 9; 10.07; 2.29458
6150; 9; 10.45; 2.86138
6160; 9; 9.845; 2.19111
6170; 9; 9.87; 2.16636
6180; 9; 10.045; 2.41722
6190; 9; 9.8; 2.39374
6200; 9; 10.115; 3.01857
6210; 9; 9.88; 2.30556
6220; 9; 9.775; 2.25264
6230; 9; 9.945; 2.6138
6240; 9; 9.8; 2.19773
6250; 9; 9.82; 2.24669
6260; 9; 9.905; 2.29695
6270; 9; 9.86; 2.34955
6280; 9; 9.965; 2.35027
6290; 9; 9.82; 2.34256
6300; 9; 9.535; 2.03194
6310; 9; 9.94; 2.47718
6320; 9; 9.325; 0.95884
6330; 9; 9.41; 1.01089
6340; 9; 9.405; 0.617232
6350; 9; 9.255; 0.574435
6360; 9; 9.37; 0.702211
6370; 9; 9.505; 0.921941
6380; 9; 9.615; 0.993365
6390; 9; 9.77; 1.38098
6400; 9; 9.8; 1.4
6410; 9; 9.665; 1.54038
6420; 9; 9.885; 1.67385
6430; 9; 9.825; 1.82329
6440; 9; 10.025; 2.38209
6450; 9; 9.795; 2.07195
6460; 9; 9.915; 2.21761
6470; 9; 9.805; 2.21291
6480; 9; 10.13; 2.27004
6490; 9; 10.18; 2.67163
6500; 9; 10.385; 2.86125
6510; 9; 10.215; 2.68305
6520; 9; 10.56; 2.72147
6530; 9; 9.64; 1.69127
6540; 9; 9.73; 1.91235
6550; 9; 9.895; 1.9555
6560; 9; 9.94; 2.28613
6570; 9; 9.795; 2.23226
6580; 9; 9.995; 2.33559
6590; 9; 10.035; 2.33319
6600; 9; 9.96; 2.40591
6610; 9; 10.085; 2.51153
6620; 9; 10.025; 2.50487
6630; 9; 10.095; 2.57021
6640; 9; 10.23; 2.61096
6650; 9; 10.06; 2.6375
6660; 9; 10.16; 2.66353
6670; 9; 9.92; 2.32671
6680; 9; 9.835; 2.22211
6690; 9; 9.655; 1.75954
6700; 9; 9.65; 1.74857
6710; 9; 9.46; 0.615142
6720; 9; 9.345; 0.652668
6730; 9; 9.42; 0.838809
6740; 9; 9.54; 1.11283
6750; 9; 9.55; 1.0943
6760; 9; 9.965; 1.46416
6770; 9; 9.8; 1.45258
6780; 9; 9.75; 1.51245
6790; 9; 9.805; 1.64529
6800; 9; 9.655; 1.75099
6810; 9; 9.95; 2.05122
6820; 9; 10.1; 2.20227
6830; 9; 9.9; 2.08327
6840; 9; 9.84; 2.16896
6850; 9; 9.795; 2.15243
6860; 9; 9.31; 0.551271
6870; 9; 9.44; 0.613514
6880; 9; 9.4; 0.69282
6890; 9; 9.395; 0.706382
6900; 9; 9.425; 0.902427
6910; 9; 9.53; 1.16151
6920; 9; 9.25; 0.455522
6930; 9; 9.485; 0.678067
6940; 9; 9.405; 0.837242
6950; 9; 9.52; 1.07685
6960; 9; 9.52; 1.18727
6970; 9; 9.655; 1.39856
6980; 9; 9.68; 1.45863
6990; 9; 9.905; 1.81273
7000; 9; 10.21; 1.92507
7010; 9; 10.075; 2.14462
7020; 9; 10.235; 2.26269
7030; 9; 9.81; 2.00597
7040; 9; 9.92; 2.03313
7050; 9; 9.725; 1.7605
7060; 9; 9.615; 1.43066
7070; 9; 9.275; 0.519013
7080; 9; 9.395; 0.720399
7090; 9; 9.51; 0.818474
7100; 9; 9.46; 0.963535
7110; 9; 9.525; 1.3709
7120; 9; 9.795; 1.52085
7130; 9; 9.7; 1.62788
7140; 9; 9.75; 1.78536
7150; 9; 9.91; 1.93181
7160; 9; 9.97; 1.99226
7170; 9; 10.01; 2.07844
7180; 9; 10.225; 2.29442
7190; 9; 10.195; 2.41805
7200; 9; 10.05; 2.4774
7210; 9; 10.02; 2.49592
7220; 9; 10.165; 2.43881
7230; 9; 10.01; 2.51593
7240; 9; 10; 2.41661
7250; 9; 10.265; 2.71933
7260; 9; 10.02; 2.54747
7270; 9; 10.005; 2.58746
7280; 9; 9.955; 2.55597
7290; 9; 9.985; 2.40931
7300; 9; 9.815; 2.46186
7310; 9; 9.95; 2.46931
7320; 9; 9.925; 2.42268
7330; 9; 9.915; 2.39537
7340; 9; 10.105; 2.52269
7350; 9; 10.28; 2.62709
7360; 9; 10.13; 2.58903
7370; 9; 10.13; 2.75918
7380; 9; 10.24; 2.75906
7390; 9; 10.11; 2.76548
7400; 9; 10.645; 3.06903
7410; 9; 10.185; 2.8532
7420; 9; 10.145; 2.83795
7430; 9; 10.045; 2.82365
7440; 9; 10.38; 3.23351
7450; 9; 10.17; 2.84097
7460; 9; 10.34; 2.93503
7470; 9; 10.01; 2.84954
7480; 9; 9.94; 2.55272
7490; 9; 9.355; 1.1743
7500; 9; 9.51; 1.28059
7510; 9; 9.65; 1.38112
7520; 9; 9.54; 1.35588
7530; 9; 9.46; 1.37782
7540; 9; 9.57; 1.47821
7550; 9; 9.865; 1.58643
7560; 9; 9.74; 1.71534
7570; 9; 9.68; 1.79933
7580; 9; 9.9; 1.91833
7590; 9; 10.045; 2.14545
7600; 9; 9.915; 2.13957
7610; 9; 10.165; 2.51749
7620; 9; 9.77; 2.05356
7630; 9; 9.365; 0.575999
7640; 9; 9.575; 0.879986
7650; 9; 9.575; 1.06507
7660; 9; 9.805; 1.41668
7670; 9; 9.525; 1.17447
7680; 9; 9.6; 1.21655
7690; 9; 9.66; 1.33955
7700; 9; 9.83; 1.64046
7710; 9; 9.7; 1.81108
7720; 9; 9.575; 1.17659
7730; 9; 9.425; 0.815092
7740; 9; 9.39; 0.952838
7750; 9; 9.49; 1.0954
7760; 9; 9.565; 1.27506
7770; 9; 9.52; 1.22049
7780; 9; 9.68; 1.39556
7790; 9; 9.66; 1.7362
7800; 9; 9.86; 1.90273
7810; 9; 10.095; 2.08949
7820; 9; 10.24; 2.31569
7830; 9; 10.53; 2.43497
7840; 9; 10.48; 2.64379
7850; 9; 10.21; 2.57602
7860; 9; 10.475; 2.72385
7870; 9; 10.585; 2.90737
7880; 9; 10.625; 2.89558
7890; 9; 10.335; 2.83598
7900; 9; 10.515; 2.86701
7910; 9; 10.055; 2.78783
7920; 9; 10.01; 2.54949
7930; 9; 9.895; 2.32249
7940; 9; 9.79; 2.15079
7950; 9; 9.9; 2.22261
7960; 9; 10.115; 2.41284
7970; 9; 9.65; 2.14418
7980; 9; 9.77; 2.13942
7990; 9; 9.835; 2.16744
8000; 9; 9.75; 2.23103
8010; 9; 9.645; 2.20204
8020; 9; 9.915; 2.24004
8030; 9; 9.755; 2.22148
8040; 9; 9.37; 0.626977
8050; 9; 9.345; 0.771994
8060; 9; 9.55; 1.04283
8070; 9; 9.74; 1.21342
8080; 9; 9.75; 1.42039
8090; 9; 9.83; 1.66166
8100; 9; 10.075; 1.93891
8110; 9; 10.335; 2.24338
8120; 9; 9.93; 1.90659
8130; 9; 10.13; 2.033
8140; 9; 9.985; 2.06029
8150; 9; 9.9; 2.17945
8160; 9; 10.14; 2.44549
8170; 9; 9.355; 0.528181
8180; 9; 9.43; 0.717705
8190; 9; 9.505; 0.830647
8200; 9; 9.8; 1.15758
8210; 9; 9.56; 1.21918
8220; 9; 9.81; 1.52771
8230; 9; 9.945; 1.74126
8240; 9; 10.08; 2.0721
8250; 9; 9.69; 1.56968
8260; 9; 9.725; 1.63993
8270; 9; 9.68; 1.76284
8280; 9; 9.885; 1.79771
8290; 9; 10.14; 2.17725
8300; 9; 9.915; 2.12551
8310; 9; 9.945; 2.30477
8320; 9; 9.855; 2.32465
8330; 9; 9.91; 2.42732
8340; 9; 10.11; 2.61303
8350; 9; 10.255; 2.72213
8360; 9; 10.18; 2.71249
8370; 9; 10.04; 2.74744
8380; 9; 10.16; 2.63522
8390; 9; 10.065; 2.82148
8400; 9; 9.925; 2.50187
8410; 9; 9.84; 2.48886
8420; 9; 9.98; 2.52381
8430; 9; 10.015; 2.50695
8440; 9; 10.14; 2.49207
8450; 9; 9.515; 1.63394
8460; 9; 9.74; 1.81174
8470; 9; 9.72; 1.80044
8480; 9; 9.68; 1.84326
8490; 9; 9.7; 1.91572
8500; 9; 9.875; 2.05654
8510; 9; 9.895; 2.16425
8520; 9; 9.91; 2.24319
8530; 9; 9.66; 1.77606
8540; 9; 9.31; 0.503885
8550; 9; 9.245; 0.463654
8560; 9; 9.425; 0.710194
8570; 9; 9.595; 0.985381
8580; 9; 9.445; 1.00845
8590; 9; 9.665; 1.33146
8600; 9; 9.695; 1.38274
8610; 9; 9.51; 1.19996
8620; 9; 9.49; 1.18317
8630; 9; 9.285; 0.493736
8640; 9; 9.31; 0.503885
8650; 9; 9.295; 0.563893
8660; 9; 9.275; 0.478931
8670; 9; 9.345; 0.604959
8680; 8; 9.34; 0.710211
8690; 9; 9.485; 0.905414
8700; 9; 9.595; 1.158
8710; 9; 9.59; 1.19243
8720; 9; 9.78; 1.50386
8730; 9; 9.775; 1.5409
8740; 9; 9.92; 1.72441
8750; 9; 9.505; 0.774581
8760; 9; 9.38; 0.718053
8770; 9; 9.525; 0.882822
8780; 9; 9.695; 1.10994
8790; 9; 9.785; 1.27231
8800; 9; 9.72; 1.39341
8810; 9; 9.505; 1.0344
8820; 9; 9.565; 1.11614
8830; 9; 9.555; 1.2716
8840; 9; 9.63; 1.41177
8850; 9; 9.795; 1.58839
8860; 9; 9.765; 1.77476
8867; 9; 9.9; 1.80831
gen; best; avg; dev
0; 21; 23.065; 0.831129
0; 21; 22.605; 0.78675
10; 17; 18.96; 0.581722
20; 15; 16.725; 0.747914
30; 14; 15.105; 0.560335
40; 13; 14.355; 0.590741
50; 13; 14.11; 0.563826
60; 12; 13.555; 0.653433
70; 13; 13.425; 0.627993
80; 12; 13.22; 0.491528
90; 12; 13.185; 0.68613
100; 12; 13.235; 0.632278
110; 12; 12.945; 0.722478
120; 12; 12.49; 0.670746
130; 11; 12.41; 0.584722
140; 11; 12.04; 0.573062
150; 10; 11.585; 0.634646
160; 10; 11.215; 0.555675
170; 10; 11.02; 0.805978
180; 10; 11.14; 1.14909
190; 10; 11.265; 1.51815
200; 10; 11.28; 1.85785
210; 10; 11.345; 1.87776
220; 10; 11.395; 2.13049
230; 10; 11.535; 2.19972
240; 10; 11.03; 2.07101
250; 10; 11.24; 2.09819
260; 10; 11.23; 2.14874
270; 10; 11.37; 2.23676
280; 10; 11.375; 2.4463
290; 10; 11.645; 2.8016
300; 10; 11.415; 2.71529
310; 10; 11.705; 2.79964
320; 10; 10.985; 2.64476
330; 10; 11.04; 2.68112
340; 10; 10.51; 1.50662
350; 10; 10.775; 1.65057
360; 10; 10.81; 1.75325
370; 10; 10.995; 1.93261
380; 10; 10.815; 2.05688
390; 10; 10.92; 2.20082
400; 10; 10.88; 2.28377
410; 10; 10.71; 2.03615
420; 10; 10.42; 1.57594
430; 10; 10.575; 1.6445
440; 10; 10.615; 1.65734
450; 10; 10.445; 1.58334
460; 10; 10.285; 0.551158
470; 10; 10.3; 0.538516
480; 10; 10.325; 0.713705
490; 10; 10.6; 1.08167
500; 10; 10.84; 1.30935
510; 10; 10.58; 1.31666
520; 10; 10.41; 1.20079
530; 10; 10.57; 1.40182
540; 10; 10.61; 1.51918
550; 10; 10.55; 1.65454
560; 10; 10.68; 1.64548
570; 10; 10.515; 1.36006
580; 10; 10.44; 1.10291
590; 10; 10.39; 0.606548
600; 10; 10.445; 0.82884
610; 10; 10.625; 1.02683
620; 10; 10.77; 1.19879
630; 10; 10.68; 1.35926
640; 10; 10.815; 1.3307
650; 10; 10.67; 1.4564
660; 10; 10.87; 1.66226
670; 10; 10.865; 1.87531
680; 10; 10.99; 1.88412
690; 10; 10.9; 2.03224
700; 10; 11.065; 2.15888
710; 10; 10.665; 1.9603
720; 10; 10.855; 2.28341
730; 10; 10.43; 1.14678
740; 10; 10.38; 1.14263
750; 10; 10.355; 1.1441
760; 10; 10.525; 1.25673
770; 10; 10.53; 1.20379
780; 10; 10.505; 1.35277
790; 10; 10.605; 1.41385
800; 10; 10.88; 1.65396
810; 10; 10.835; 1.68457
820; 10; 10.935; 1.9107
830; 10; 11.05; 1.98179
840; 10; 10.94; 2.10865
850; 10; 11.1; 2.33666
860; 10; 10.785; 1.96183
870; 10; 10.69; 1.82041
880; 10; 10.58; 1.53088
890; 10; 10.635; 1.64371
900; 10; 10.6; 1.74356
910; 10; 10.47; 1.33383
920; 10; 10.535; 1.34862
930; 10; 10.485; 1.42119
940; 10; 10.595; 1.49699
950; 10; 10.685; 1.51518
960; 9; 10.3; 0.519615
970; 9; 10.345; 0.803726
980; 9; 10.315; 1.04679
990; 9; 10.655; 1.50532
1000; 9; 10.705; 1.73723
1010; 9; 10.635; 2.11702
1020; 9; 10.88; 2.16693
1030; 9; 10.785; 2.3725
1040; 9; 11.065; 2.36871
1050; 9; 10.805; 2.45295
1060; 9; 10.925; 2.63617
1070; 9; 11.025; 2.74306
1080; 9; 11.145; 3.08609
1090; 9; 11.465; 3.33598
1100; 9; 11.34; 3.16613
1110; 9; 11.175; 3.40945
1120; 9; 11.025; 3.29915
1130; 9; 11.245; 3.48927
1140; 9; 11.04; 3.34042
1150; 9; 10.505; 3.03644
1160; 9; 10.79; 3.05383
1170; 9; 10.815; 3.26508
1180; 9; 10.895; 3.25637
1190; 9; 10.84; 3.35028
1200; 9; 10.765; 3.4409
1210; 9; 11; 3.68917
1220; 9; 10.625; 3.45606
1230; 9; 11.345; 3.76377
1240; 9; 11.06; 3.4909
1250; 9; 11.095; 3.55612
1260; 9; 10.605; 3.45094
1270; 9; 10.83; 3.58345
1280; 9; 10.89; 3.47389
1290; 9; 11.125; 3.63309
1300; 9; 11.37; 3.55431
1310; 9; 11.265; 3.6844
1320; 9; 10.92; 3.53038
1330; 9; 10.645; 3.3059
1340; 9; 10.84; 3.4343
1350; 9; 11.02; 3.5028
1360; 9; 10.67; 3.40016
1370; 9; 11.095; 3.6696
1380; 9; 11.33; 3.82506
1390; 9; 11.025; 3.60338
1400; 9; 11.675; 4.05702
1410; 9; 11.255; 3.5791
1420; 9; 11.265; 3.71279
1430; 9; 11.23; 3.62451
1440; 9; 10.965; 3.53324
1450; 9; 11.26; 3.6732
1460; 9; 10.995; 3.49928
1470; 9; 11.385; 3.78903
1480; 9; 10.895; 3.57127
1490; 9; 11.135; 3.51237
1500; 9; 10.925; 3.50277
1510; 9; 11.315; 3.41113
1520; 9; 11.595; 3.54838
1530; 9; 11.03; 3.43061
1540; 9; 11.12; 3.51078
1550; 9; 11.03; 3.70933
1560; 9; 11.285; 3.57544
1570; 9; 10.95; 3.58015
1580; 9; 12.135; 4.20675
1590; 9; 10.855; 3.61994
1600; 9; 11.415; 3.88623
1610; 9; 11.085; 3.66166
1620; 9; 11.115; 3.81074
1630; 9; 10.89; 3.67667
1640; 9; 11.185; 3.81979
1650; 9; 11.365; 3.79628
1660; 9; 11.375; 3.60477
1670; 9; 11.1; 3.87298
1680; 9; 11.335; 3.90292
1690; 9; 11.19; 3.68292
1700; 9; 10.915; 3.86106
1710; 9; 11.43; 4.05156
1720; 9; 10.36; 3.26656
1730; 9; 11.385; 3.75457
1740; 9; 10.805; 3.16022
