gen; best; avg; dev
430; 66; 66.25; 0.455522
440; 66; 66.17; 0.375633
450; 65; 65.825; 0.542563
460; 65; 65.17; 0.375633
470; 64; 65.14; 0.3747
480; 64; 64.225; 0.44088
490; 63; 63.57; 0.612454
500; 63; 63.14; 0.3747
510; 63; 63.14; 0.346987
520; 62; 63.085; 0.409603
530; 62; 62.14; 0.346987
540; 62; 62.16; 0.366606
550; 61; 62.18; 0.40939
560; 61; 61.78; 0.617738
570; 60; 60.295; 0.507912
580; 60; 60.155; 0.375466
590; 60; 60.15; 0.37081
600; 60; 60.17; 0.388716
610; 60; 60.19; 0.417013
620; 60; 60.195; 0.408626
630; 60; 60.17; 0.375633
640; 60; 60.25; 0.44441
650; 60; 60.15; 0.357071
660; 60; 60.125; 0.330719
670; 60; 60.26; 0.531413
680; 60; 60.21; 0.442606
690; 60; 60.235; 0.458012
700; 60; 60.12; 0.324962
710; 60; 60.235; 0.458012
720; 60; 60.145; 0.366026
730; 60; 60.2; 0.447214
740; 59; 60.045; 0.502966
750; 59; 59.23; 0.443959
760; 59; 59.18; 0.40939
770; 59; 59.23; 0.455082
780; 59; 59.135; 0.341724
790; 59; 59.21; 0.46465
800; 59; 59.22; 0.426146
810; 59; 59.255; 0.469015
820; 59; 59.175; 0.379967
830; 59; 59.1; 0.3
840; 59; 59.175; 0.392906
850; 59; 59.17; 0.375633
860; 59; 59.155; 0.375466
870; 59; 59.17; 0.375633
880; 59; 59.14; 0.346987
890; 59; 59.26; 0.449889
900; 58; 59.125; 0.345507
910; 58; 58.195; 0.408626
920; 58; 58.22; 0.426146
930; 58; 58.205; 0.415903
940; 58; 58.205; 0.427756
950; 58; 58.165; 0.371181
960; 58; 58.15; 0.37081
970; 58; 58.17; 0.388716
980; 58; 58.12; 0.324962
990; 58; 58.145; 0.352101
1000; 58; 58.23; 0.432551
1010; 58; 58.205; 0.427756
1020; 58; 58.15; 0.357071
1030; 58; 58.18; 0.40939
1040; 58; 58.155; 0.361905
1050; 58; 58.165; 0.384415
1060; 58; 58.185; 0.388298
1070; 58; 58.18; 0.396989
1080; 58; 58.24; 0.438634
1090; 58; 58.18; 0.396989
1100; 58; 58.14; 0.346987
1110; 57; 57.135; 0.341724
1120; 56; 56.26; 0.492341
1130; 56; 56.17; 0.375633
1140; 56; 56.165; 0.371181
1150; 56; 56.17; 0.388716
1160; 56; 56.24; 0.471593
1170; 56; 56.16; 0.366606
1180; 56; 56.14; 0.346987
1190; 56; 56.17; 0.375633
1200; 56; 56.24; 0.471593
1210; 56; 56.205; 0.427756
1220; 56; 56.18; 0.421426
1230; 56; 56.145; 0.352101
1240; 56; 56.115; 0.319022
1250; 56; 56.155; 0.361905
1260; 56; 56.175; 0.392906
1270; 56; 56.16; 0.38
1280; 56; 56.17; 0.375633
1290; 56; 56.225; 0.429389
1300; 56; 56.175; 0.379967
1310; 56; 56.215; 0.445842
1320; 56; 56.14; 0.346987
1330; 56; 56.215; 0.422818
1340; 56; 56.16; 0.392938
1350; 56; 56.185; 0.413249
1360; 56; 56.15; 0.357071
1370; 56; 56.16; 0.366606
1380; 56; 56.195; 0.408626
1390; 56; 56.175; 0.392906
1400; 56; 56.18; 0.396989
1410; 56; 56.235; 0.458012
1420; 56; 56.185; 0.388298
1430; 56; 56.15; 0.37081
1440; 56; 56.15; 0.37081
1450; 56; 56.18; 0.396989
1460; 56; 56.155; 0.361905
1470; 56; 56.17; 0.388716
1480; 56; 56.16; 0.38
1490; 56; 56.245; 0.44156
1500; 56; 56.185; 0.425176
1510; 56; 56.165; 0.384415
1520; 56; 56.185; 0.413249
1530; 56; 56.16; 0.38
1540; 55; 56.145; 0.417103
1550; 55; 55.27; 0.46594
1560; 55; 55.19; 0.404846
1570; 55; 55.195; 0.420684
1580; 55; 55.18; 0.384187
1590; 55; 55.22; 0.46
1600; 55; 55.255; 0.45823
1610; 55; 55.285; 0.483503
1620; 54; 54.205; 0.403702
1630; 54; 54.185; 0.388298
1640; 54; 54.175; 0.392906
1650; 54; 54.255; 0.447186
1660; 54; 54.21; 0.407308
1670; 54; 54.165; 0.384415
1680; 54; 54.155; 0.388555
1690; 54; 54.215; 0.422818
1700; 54; 54.31; 0.513712
1710; 54; 54.18; 0.384187
1720; 54; 54.15; 0.357071
1730; 54; 54.14; 0.346987
1740; 54; 54.215; 0.422818
1750; 54; 54.13; 0.350856
1760; 54; 54.115; 0.319022
1770; 54; 54.22; 0.437721
1780; 54; 54.155; 0.388555
1790; 54; 54.195; 0.408626
1800; 54; 54.17; 0.388716
1810; 54; 54.14; 0.346987
1820; 54; 54.175; 0.405432
1830; 54; 54.175; 0.392906
1840; 54; 54.105; 0.322452
1850; 54; 54.23; 0.420833
1860; 54; 54.2; 0.412311
1870; 54; 54.25; 0.44441
1880; 54; 54.205; 0.403702
1890; 54; 54.105; 0.306553
1900; 54; 54.205; 0.415903
1910; 54; 54.165; 0.371181
1920; 54; 54.145; 0.352101
1930; 54; 54.2; 0.4
1940; 54; 54.205; 0.427756
1950; 54; 54.17; 0.375633
1960; 54; 54.185; 0.425176
1970; 54; 54.165; 0.371181
1980; 54; 54.18; 0.384187
1990; 54; 54.16; 0.38
2000; 54; 54.115; 0.319022
2010; 54; 54.115; 0.319022
2020; 54; 54.14; 0.346987
2030; 54; 54.14; 0.346987
2040; 54; 54.17; 0.401373
2050; 54; 54.21; 0.431161
2060; 54; 54.165; 0.371181
2070; 54; 54.185; 0.413249
2080; 54; 54.205; 0.415903
2090; 54; 54.19; 0.392301
2100; 54; 54.17; 0.375633
2110; 54; 54.17; 0.401373
2120; 53; 54.22; 0.46
2130; 53; 53.5; 0.583095
2140; 53; 53.185; 0.413249
2150; 53; 53.16; 0.38
2160; 53; 53.17; 0.375633
2170; 53; 53.21; 0.442606
2180; 53; 53.26; 0.492341
2190; 53; 53.35; 0.53619
2200; 53; 53.22; 0.491528
2210; 53; 53.18; 0.384187
2220; 53; 53.165; 0.371181
2230; 53; 53.22; 0.426146
2240; 53; 53.205; 0.439289
2250; 53; 53.19; 0.404846
2260; 53; 53.36; 0.538888
2270; 53; 53.19; 0.392301
2280; 53; 53.21; 0.431161
2290; 53; 53.18; 0.40939
2300; 53; 53.2; 0.424264
2310; 53; 53.18; 0.396989
2320; 53; 53.23; 0.432551
2330; 53; 53.135; 0.341724
2340; 53; 53.19; 0.404846
2350; 53; 53.17; 0.375633
2360; 53; 53.145; 0.366026
2370; 53; 53.215; 0.434482
2380; 53; 53.23; 0.420833
2390; 53; 53.185; 0.388298
2400; 53; 53.275; 0.48926
2410; 53; 53.155; 0.375466
2420; 53; 53.2; 0.424264
2430; 53; 53.15; 0.37081
2440; 53; 53.17; 0.388716
2450; 53; 53.225; 0.452079
2460; 53; 53.185; 0.388298
2470; 53; 53.135; 0.341724
2480; 53; 53.17; 0.375633
2490; 53; 53.15; 0.357071
2500; 53; 53.15; 0.357071
2510; 53; 53.145; 0.352101
2520; 53; 53.125; 0.330719
2530; 53; 53.15; 0.357071
2540; 53; 53.27; 0.47655
2550; 53; 53.135; 0.356055
2560; 53; 53.15; 0.357071
2570; 53; 53.17; 0.401373
2580; 53; 53.18; 0.433128
2590; 53; 53.275; 0.537936
2600; 53; 53.095; 0.293215
2610; 53; 53.165; 0.371181
2620; 53; 53.16; 0.38
2630; 53; 53.2; 0.4
2640; 53; 53.13; 0.350856
2650; 53; 53.205; 0.427756
2660; 53; 53.16; 0.366606
2670; 53; 53.15; 0.37081
2680; 53; 53.26; 0.460869
2690; 53; 53.13; 0.364829
2700; 53; 53.16; 0.366606
2710; 53; 53.225; 0.429389
2720; 53; 53.21; 0.419404
2730; 53; 53.155; 0.361905
2740; 53; 53.215; 0.434482
2750; 53; 53.15; 0.357071
2760; 53; 53.135; 0.356055
2770; 53; 53.18; 0.396989
2780; 53; 53.175; 0.405432
2790; 53; 53.185; 0.400968
2800; 53; 53.185; 0.400968
2810; 53; 53.195; 0.396201
2820; 53; 53.18; 0.384187
2830; 53; 53.13; 0.336303
2840; 53; 53.2; 0.4
2850; 53; 53.185; 0.400968
2860; 53; 53.215; 0.445842
2870; 53; 53.14; 0.346987
2880; 53; 53.16; 0.366606
2890; 53; 53.165; 0.384415
2900; 53; 53.12; 0.324962
2910; 53; 53.18; 0.396989
2920; 53; 53.14; 0.346987
2930; 53; 53.15; 0.357071
2940; 53; 53.17; 0.401373
2950; 53; 53.145; 0.366026
2960; 52; 52.865; 0.544771
2970; 52; 52.265; 0.494747
2980; 52; 52.195; 0.420684
2990; 52; 52.13; 0.350856
3000; 52; 52.2; 0.4
3010; 52; 52.19; 0.417013
3020; 52; 52.14; 0.346987
3030; 52; 52.15; 0.357071
3040; 52; 52.205; 0.427756
3050; 52; 52.25; 0.47697
3060; 52; 52.155; 0.375466
3070; 52; 52.25; 0.455522
3080; 52; 52.185; 0.388298
3090; 52; 52.215; 0.456919
3100; 52; 52.205; 0.403702
3110; 51; 52.18; 0.396989
3120; 52; 52.125; 0.330719
3130; 52; 52.155; 0.361905
3140; 52; 52.23; 0.432551
3150; 52; 52.165; 0.409603
3160; 52; 52.17; 0.388716
3170; 52; 52.145; 0.352101
3180; 52; 52.155; 0.375466
3190; 52; 52.21; 0.419404
3200; 52; 52.135; 0.341724
3210; 52; 52.21; 0.407308
3220; 52; 52.19; 0.404846
3230; 52; 52.16; 0.366606
3240; 52; 52.175; 0.392906
3250; 51; 52.305; 0.531013
3260; 51; 52.195; 0.420684
3270; 51; 51.305; 0.501971
3280; 51; 51.185; 0.425176
3290; 51; 51.27; 0.526403
3300; 51; 51.175; 0.392906
3310; 51; 51.155; 0.361905
3320; 51; 51.15; 0.357071
3330; 51; 51.14; 0.346987
3340; 51; 51.165; 0.384415
3350; 50; 51.065; 0.469867
3360; 50; 50.18; 0.384187
3370; 50; 50.145; 0.352101
3380; 50; 50.17; 0.375633
3390; 50; 50.22; 0.426146
3400; 50; 50.23; 0.443959
3410; 50; 50.255; 0.447186
3420; 50; 50.19; 0.417013
3430; 50; 50.13; 0.336303
3440; 50; 50.165; 0.371181
3450; 50; 50.17; 0.375633
3460; 50; 50.265; 0.484536
3470; 50; 50.135; 0.341724
3480; 50; 50.155; 0.375466
3490; 50; 50.16; 0.366606
3500; 50; 50.135; 0.341724
3510; 50; 50.195; 0.408626
3520; 50; 50.195; 0.408626
3530; 50; 50.22; 0.448999
3540; 50; 50.21; 0.419404
3550; 50; 50.17; 0.388716
3560; 50; 50.225; 0.463006
3570; 49; 50.205; 0.472202
3580; 49; 49.295; 0.517663
3590; 49; 49.195; 0.396201
3600; 49; 49.225; 0.44088
3610; 49; 49.24; 0.460869
3620; 49; 49.135; 0.341724
3630; 49; 49.19; 0.392301
3640; 49; 49.18; 0.384187
3650; 49; 49.19; 0.417013
3660; 49; 49.25; 0.466369
3670; 49; 49.16; 0.38
3680; 49; 49.205; 0.450527
3690; 49; 49.225; 0.44088
3700; 49; 49.2; 0.4
3710; 49; 49.165; 0.371181
3720; 49; 49.195; 0.420684
3730; 49; 49.175; 0.392906
3740; 49; 49.215; 0.434482
3750; 49; 49.19; 0.404846
3760; 49; 49.185; 0.400968
3770; 49; 49.23; 0.443959
3780; 49; 49.17; 0.375633
3790; 49; 49.17; 0.375633
3800; 49; 49.19; 0.417013
3810; 49; 49.14; 0.346987
3820; 49; 49.195; 0.408626
3830; 49; 49.21; 0.407308
3840; 49; 49.18; 0.384187
3850; 49; 49.25; 0.466369
3860; 49; 49.245; 0.44156
3870; 49; 49.15; 0.357071
3880; 49; 49.285; 0.493736
3890; 48; 49.2; 0.69282
3900; 48; 48.185; 0.400968
3910; 48; 48.21; 0.419404
3920; 48; 48.205; 0.439289
3930; 48; 48.215; 0.410822
3940; 48; 48.215; 0.434482
3950; 48; 48.16; 0.366606
3960; 48; 48.175; 0.379967
3970; 48; 48.265; 0.463438
3980; 48; 48.185; 0.388298
3990; 48; 48.18; 0.40939
4000; 48; 48.175; 0.392906
4010; 48; 48.255; 0.479557
4020; 48; 48.17; 0.388716
4030; 48; 48.245; 0.474315
4040; 48; 48.12; 0.324962
4050; 48; 48.195; 0.408626
4060; 48; 48.12; 0.324962
4070; 48; 48.245; 0.430087
4080; 48; 48.29; 0.515655
4090; 48; 48.15; 0.37081
4100; 48; 48.165; 0.384415
4110; 48; 48.115; 0.319022
4120; 48; 48.205; 0.415903
4130; 48; 48.27; 0.486929
4140; 48; 48.215; 0.445842
4150; 48; 48.285; 0.51359
gen; best; avg; dev
