5939; 55; 56; 55.17; 0.377525; 790.515s
5787; 57; 59; 57.12; 0.356186; 751.713s
5954; 57; 58; 57.08; 0.27266; 770.237s
5511; 58; 59; 58.1; 0.301511; 730.702s
5483; 58; 61; 58.44; 0.935495; 730.489s
5360; 58; 59; 58.13; 0.337998; 784.231s
5728; 57; 58; 57.13; 0.337998; 813.548s
5823; 57; 59; 57.91; 0.42012; 742.458s
5511; 56; 58; 57.23; 0.381293; 828.185s
6138; 55; 63; 55.77; 1.31698; 834.315s
