gen; best; worst; avg
0; 31; 35; 33.91
0; 31; 35; 32.67
10; 27; 35; 29.29
20; 24; 35; 26.13
30; 23; 35; 25.41
40; 23; 35; 26.01
50; 22; 35; 24.37
60; 22; 35; 23.19
70; 20; 35; 22.01
80; 20; 35; 22.23
90; 19; 35; 24.39
100; 19; 34; 21.04
110; 19; 34; 24.42
120; 19; 34; 21.18
130; 19; 34; 23.79
140; 19; 34; 23.08
150; 19; 34; 20.76
160; 18; 35; 20.43
170; 18; 35; 19.54
180; 17; 34; 23.2
190; 17; 34; 19.16
200; 17; 34; 19.26
210; 17; 34; 19.14
220; 17; 35; 18.63
230; 17; 34; 18.22
240; 17; 34; 18.83
250; 16; 34; 18.2
260; 16; 34; 18.23
270; 16; 34; 20.28
280; 16; 34; 20.36
290; 16; 33; 19.45
300; 16; 33; 17.63
310; 16; 33; 17.61
320; 16; 33; 17.47
330; 16; 33; 17.54
340; 16; 33; 19.52
350; 16; 34; 18.36
360; 16; 35; 17.75
370; 16; 35; 18.16
380; 16; 35; 17.52
390; 16; 35; 18.53
400; 16; 35; 17.86
410; 16; 35; 21.85
420; 16; 35; 21.02
430; 15; 35; 19.04
440; 15; 33; 19.21
450; 15; 34; 21.12
460; 15; 34; 16.46
470; 15; 33; 16.98
480; 15; 34; 17.34
490; 15; 34; 16.37
500; 15; 34; 16.92
510; 15; 35; 16.35
520; 15; 35; 16.44
530; 14; 35; 21.55
540; 14; 35; 21.74
550; 14; 35; 21.94
560; 14; 35; 22.01
570; 14; 35; 20.18
580; 14; 35; 22.28
590; 14; 35; 17.03
600; 14; 34; 19.4
610; 14; 34; 18.18
620; 14; 34; 19.42
630; 14; 33; 18.3
640; 14; 33; 16.19
650; 14; 33; 18.27
660; 14; 33; 19.5
670; 14; 34; 16.9
680; 14; 34; 16.39
690; 14; 34; 16.89
700; 14; 34; 17.24
710; 14; 34; 19.08
720; 14; 34; 19.15
730; 14; 34; 23.1
740; 14; 35; 15.59
750; 14; 35; 15.41
760; 14; 35; 16.25
770; 14; 35; 18.54
780; 14; 35; 18.17
790; 14; 35; 16.48
800; 14; 35; 15.48
810; 14; 34; 21.28
820; 14; 34; 17.48
830; 14; 34; 17.61
840; 14; 34; 18.01
850; 14; 35; 17.79
860; 14; 35; 20.22
870; 14; 35; 15.87
880; 14; 34; 16.08
890; 13; 34; 20.02
900; 13; 34; 16.07
910; 13; 34; 17.5
920; 13; 34; 15.8
930; 13; 34; 15.63
940; 13; 34; 14.97
950; 13; 34; 15.88
960; 13; 34; 15.1
970; 13; 34; 16.1
980; 13; 34; 15.83
990; 13; 34; 15.14
1000; 13; 34; 15.08
1010; 13; 33; 15.45
1020; 13; 34; 14.73
1030; 13; 34; 15.76
1040; 13; 34; 15.57
1050; 13; 34; 15.77
1060; 13; 34; 15.24
1070; 13; 34; 14.88
1080; 13; 34; 14.54
1090; 13; 34; 15.42
1100; 12; 34; 14.73
1110; 12; 34; 19.26
1120; 12; 34; 14.21
1130; 12; 34; 13.63
1140; 12; 34; 16.79
1150; 12; 34; 18.06
1160; 12; 34; 16.13
1170; 12; 34; 15.05
1180; 12; 34; 15.25
1190; 12; 34; 22.34
1200; 12; 34; 18.61
1210; 12; 34; 15.87
1220; 12; 34; 16.05
1230; 12; 34; 17.44
1240; 12; 34; 14.37
1250; 12; 35; 13.97
1260; 12; 35; 18.06
1270; 12; 34; 14.76
1280; 12; 34; 17.38
1290; 12; 34; 17.4
1300; 12; 35; 20.43
1310; 12; 35; 20.69
1320; 12; 35; 17.85
1330; 12; 34; 18.48
1340; 12; 34; 15.01
1350; 12; 34; 14.78
1360; 12; 34; 15.05
1370; 12; 34; 19.13
1380; 12; 34; 14.73
1390; 12; 34; 13.6
1400; 12; 34; 16.66
1410; 12; 34; 18.26
1420; 12; 34; 17.08
1430; 12; 34; 14.99
1440; 12; 34; 17.12
1450; 12; 34; 14.22
1460; 12; 34; 15.76
1470; 12; 34; 17.43
1480; 12; 33; 19.36
1490; 12; 33; 17.78
1500; 12; 33; 15.17
1510; 12; 34; 13.81
1520; 12; 34; 13.85
1530; 12; 34; 13.85
1540; 12; 34; 13.86
1550; 12; 34; 15.71
1560; 12; 33; 13.67
1570; 12; 33; 13.52
1580; 12; 33; 15.67
1590; 12; 33; 13.53
1600; 12; 33; 14.6
1610; 12; 34; 17.84
1620; 12; 33; 17.19
1630; 12; 33; 14.07
1640; 12; 34; 16.91
1650; 12; 34; 20.24
1660; 12; 33; 18.96
1670; 12; 34; 16.95
1680; 12; 34; 14.65
1690; 12; 34; 21.52
1700; 12; 34; 14.82
1710; 12; 34; 13.95
1720; 12; 34; 16.03
1730; 12; 34; 15.65
1740; 12; 34; 13.97
1750; 11; 34; 14.07
1760; 11; 33; 19.4
1770; 11; 34; 20.48
1780; 11; 34; 16.63
1790; 11; 34; 17.02
1800; 11; 34; 15.6
1810; 11; 35; 17.16
1820; 11; 35; 20.01
1830; 11; 35; 15.51
1840; 11; 34; 18.18
1850; 11; 34; 16.7
1860; 11; 34; 15.49
1870; 11; 34; 15.59
1880; 11; 34; 14.34
1890; 11; 34; 16.24
1900; 11; 34; 14.95
1910; 11; 33; 15.68
1920; 11; 33; 15.61
1930; 11; 34; 15.94
1940; 11; 34; 18.83
1950; 11; 35; 13.53
1960; 11; 35; 13.41
1970; 11; 35; 14.75
1980; 11; 35; 15.66
1990; 11; 35; 19.29
2000; 11; 35; 18.09
2010; 11; 35; 15.57
2020; 11; 35; 14.96
2030; 11; 35; 14.77
2040; 11; 35; 17.63
2050; 11; 35; 16.03
2060; 11; 35; 14.45
2070; 11; 35; 16.99
2080; 11; 35; 13.75
2090; 11; 35; 16.3
2100; 11; 35; 13.73
