6237; 13; 27; 19.94; 270.11s
6226; 12; 27; 19.61; 267.028s
6255; 12; 27; 19.56; 268.197s
6259; 12; 27; 19.7; 267.745s
6248; 14; 27; 20.57; 263.961s
