gen; best; worst; avg
0; 16; 19; 18.43
0; 16; 19; 18.05
10; 14; 19; 16.48
20; 11; 19; 15.47
30; 10; 19; 14.54
40; 10; 19; 13.88
50; 10; 19; 14.09
60; 10; 19; 14.07
70; 10; 19; 13.97
80; 10; 19; 13.95
90; 10; 19; 13.64
100; 10; 19; 13.61
110; 10; 19; 13.78
120; 10; 19; 13.86
130; 10; 19; 13.6
140; 10; 19; 13.46
150; 10; 19; 13.45
160; 10; 19; 13.39
170; 10; 19; 13.39
180; 10; 18; 13.49
190; 10; 19; 13.34
200; 10; 19; 13.31
210; 9; 18; 12.81
220; 9; 18; 12.83
230; 9; 19; 12.92
240; 9; 18; 12.67
250; 9; 19; 12.64
260; 9; 19; 12.87
270; 9; 18; 12.52
280; 9; 19; 12.53
290; 9; 18; 12.59
300; 9; 18; 12.48
310; 9; 18; 12.54
320; 9; 18; 12.6
330; 9; 18; 12.6
340; 9; 18; 12.62
350; 9; 18; 12.55
360; 9; 18; 12.67
370; 9; 19; 12.75
380; 9; 19; 12.7
390; 9; 19; 12.63
400; 9; 19; 12.61
410; 9; 19; 12.59
420; 9; 19; 12.72
430; 9; 19; 12.78
440; 9; 19; 12.72
450; 9; 18; 12.68
460; 9; 18; 12.75
470; 9; 18; 12.62
480; 9; 18; 12.67
490; 9; 19; 12.85
500; 9; 18; 12.96
510; 9; 18; 12.74
520; 9; 18; 12.76
530; 9; 18; 12.6
540; 9; 18; 12.85
550; 9; 18; 12.58
560; 9; 19; 12.54
570; 9; 19; 12.61
580; 9; 19; 12.38
590; 9; 19; 12.64
600; 9; 19; 12.59
610; 9; 19; 12.51
620; 9; 19; 12.53
630; 9; 19; 12.74
640; 9; 19; 12.79
650; 9; 19; 12.81
660; 9; 19; 12.88
670; 9; 19; 12.72
680; 9; 19; 12.71
690; 9; 19; 12.65
700; 9; 19; 12.77
710; 8; 19; 12.51
720; 8; 19; 12.33
730; 8; 19; 12.29
740; 8; 19; 12.36
750; 8; 19; 12.17
760; 8; 19; 12.44
770; 8; 19; 12.32
780; 8; 18; 12.33
790; 8; 19; 12.34
800; 8; 19; 12.43
810; 8; 19; 12.35
820; 8; 19; 12.46
830; 8; 19; 12.27
840; 8; 19; 12.34
850; 8; 18; 12.23
860; 8; 18; 12.15
870; 8; 18; 12.06
880; 8; 19; 12.25
890; 8; 18; 12.36
900; 8; 18; 12.38
910; 8; 19; 12.3
920; 8; 19; 12.18
930; 8; 19; 12.2
940; 8; 19; 12.36
950; 8; 19; 12.36
960; 8; 19; 12.26
970; 8; 18; 12.14
980; 8; 19; 12.29
990; 8; 19; 12.37
1000; 8; 18; 12.43
1010; 8; 19; 12.51
1020; 8; 19; 12.54
1030; 8; 18; 12.22
1040; 8; 18; 12.42
1050; 8; 18; 12.39
1060; 8; 19; 12.23
1070; 8; 18; 12.19
1080; 8; 18; 12.35
1090; 8; 19; 12.51
1100; 8; 19; 12.49
1110; 8; 19; 12.29
1120; 8; 19; 12.52
1130; 8; 18; 12.34
1140; 8; 18; 12.42
1150; 8; 18; 12.3
1160; 8; 18; 12.56
1170; 8; 18; 12.42
1180; 8; 18; 12.28
1190; 8; 19; 12.25
1200; 8; 19; 12.33
1210; 8; 19; 12.23
1220; 8; 19; 12.34
1230; 8; 19; 12.32
1240; 8; 19; 12.38
1250; 8; 19; 12.32
1260; 8; 19; 12.48
1270; 8; 19; 12.46
1280; 8; 19; 12.41
1290; 8; 19; 12.31
1300; 8; 18; 12.23
1310; 8; 19; 12.31
1320; 8; 19; 12.38
1330; 8; 19; 12.47
1340; 8; 19; 12.27
1350; 8; 19; 12.31
1360; 8; 19; 12.41
1370; 8; 19; 12.36
1380; 8; 19; 12.11
1390; 8; 19; 11.98
1400; 8; 19; 11.99
1410; 8; 19; 12.05
1420; 8; 18; 12.15
1430; 8; 18; 12.22
1440; 8; 18; 12.32
1450; 8; 18; 12.23
1460; 8; 19; 12.03
1470; 8; 19; 12.26
1480; 8; 19; 12.16
1490; 8; 19; 12.21
1500; 8; 19; 12.63
1510; 8; 19; 12.42
1520; 8; 18; 12.26
1530; 8; 19; 12.17
1540; 8; 19; 12.26
1550; 8; 19; 12.22
1560; 8; 19; 12.51
1570; 8; 19; 12.3
1580; 8; 19; 12.13
1590; 8; 19; 12.16
1600; 8; 19; 12.05
1610; 8; 19; 12.29
1620; 8; 18; 12.37
1630; 8; 18; 12.24
1640; 8; 18; 12.32
1650; 8; 18; 12.39
1660; 8; 18; 12.1
1670; 8; 18; 11.88
1680; 8; 18; 12.05
1690; 8; 19; 12.14
1700; 8; 19; 12.1
1710; 8; 19; 12.16
1720; 8; 19; 12.17
1730; 8; 19; 12.05
1740; 8; 19; 12.22
1750; 8; 19; 12.32
1760; 8; 18; 12.33
1770; 8; 19; 12.49
1780; 8; 18; 12.48
1790; 8; 18; 12.24
1800; 8; 18; 12.47
1810; 8; 19; 12.47
1820; 8; 19; 12.55
1830; 8; 19; 12.59
1840; 8; 18; 12.37
1850; 8; 18; 12.49
1860; 8; 18; 12.61
1870; 8; 18; 12.51
1880; 8; 19; 12.35
1890; 8; 19; 12.36
1900; 8; 19; 12.32
1910; 8; 19; 12.14
1920; 8; 19; 12.25
1930; 8; 19; 12.25
1940; 8; 19; 12.27
1950; 8; 19; 12.11
1960; 8; 19; 12.18
1970; 8; 19; 12.11
1980; 8; 18; 12.07
1990; 8; 18; 12.26
2000; 8; 19; 12.11
2010; 8; 19; 12.25
2020; 8; 19; 12.32
2030; 8; 18; 12.39
2040; 8; 18; 12.29
2050; 8; 18; 12.35
2060; 8; 19; 12.38
2070; 8; 19; 12.52
2080; 8; 19; 12.28
2090; 8; 19; 12.26
2100; 8; 18; 12.26
2110; 8; 18; 12.21
2120; 8; 18; 12.28
2130; 8; 19; 12.39
2140; 8; 18; 12.28
2150; 8; 18; 12.05
2160; 8; 18; 12.08
2170; 8; 18; 12.09
2180; 8; 18; 12.24
2190; 8; 18; 12.25
2200; 8; 19; 12.23
2210; 8; 18; 12.31
2220; 8; 18; 12.24
2230; 8; 19; 12.2
2240; 8; 19; 12.15
2250; 8; 19; 12.14
2260; 8; 19; 12.33
2270; 8; 18; 12.19
2280; 8; 18; 12.37
2290; 8; 18; 11.99
2300; 8; 18; 12.15
2310; 8; 18; 12.09
2320; 8; 18; 12.06
2330; 8; 18; 12.01
2340; 8; 19; 11.93
2350; 8; 19; 11.86
2360; 8; 19; 11.93
2370; 8; 18; 11.99
2380; 8; 18; 11.95
2390; 8; 18; 12.01
2400; 8; 18; 11.96
2410; 8; 18; 11.99
2420; 8; 18; 12.01
2430; 8; 19; 11.93
2440; 8; 19; 12.08
2450; 8; 19; 12.24
2460; 8; 19; 12.24
2470; 8; 19; 12.22
2480; 8; 19; 12.44
2490; 8; 18; 12.19
2500; 8; 18; 12.08
2510; 8; 18; 12.18
2520; 8; 18; 12.26
2530; 8; 18; 12.4
2540; 8; 18; 12.28
2550; 8; 18; 12.27
2560; 8; 19; 12.45
2570; 8; 19; 12.47
2580; 8; 19; 12.33
2590; 8; 19; 12.48
2600; 8; 19; 12.45
2610; 8; 19; 12.46
