6241; 8; 19; 12.61; 97.831s
6278; 8; 18; 12.16; 98.4019s
6258; 8; 19; 12.36; 98.8818s
6244; 9; 19; 12.92; 97.2281s
6234; 8; 19; 12.35; 97.2076s
