2795; 12; 27; 20.03; 145.966s
2784; 12; 27; 19.98; 135.781s
2742; 13; 27; 20.38; 131.192s
2825; 12; 26; 19.84; 130.644s
2741; 12; 27; 19.65; 127.82s
