2965; 12; 24; 19.26; 88.5538s
2934; 11; 24; 19.36; 88.2204s
2936; 10; 24; 19.07; 92.4605s
2985; 12; 24; 19.08; 86.707s
2978; 12; 23; 19.34; 85.9355s
