5115; 8; 18; 12.49; 89.3964s
4971; 8; 18; 12.71; 86.5813s
2820; 7; 19; 11.64; 49.716s
5068; 8; 18; 12.11; 76.4186s
5011; 8; 18; 11.75; 74.6146s
