it; best; temp
2100; 31; 1.34103
2110; 32; 1.27547
2120; 32; 1.21311
2130; 32; 1.1538
2140; 30; 1.09739
2150; 31; 1.04374
2160; 31; 0.992715
2170; 30; 0.944181
2180; 30; 0.89802
2190; 30; 0.854116
2200; 31; 0.812358
2210; 29; 0.772642
2220; 30; 0.734868
2230; 30; 0.69894
2240; 30; 0.664769
2250; 30; 0.632269
2260; 30; 0.601357
2270; 30; 0.571957
2280; 31; 0.543994
2290; 29; 0.517398
2300; 29; 0.492103
2310; 29; 0.468044
2320; 29; 0.445161
2330; 30; 0.423397
2340; 28; 0.402698
2350; 28; 0.38301
2360; 28; 0.364284
2370; 28; 0.346475
2380; 27; 0.329535
2390; 27; 0.313425
2400; 28; 0.298101
2410; 28; 0.283527
2420; 27; 0.269666
2430; 27; 0.256482
2440; 27; 0.243942
2450; 27; 0.232016
2460; 27; 0.220673
2470; 26; 0.209884
2480; 26; 0.199623
2490; 26; 0.189863
2500; 26; 0.180581
2510; 27; 0.171752
2520; 27; 0.163355
2530; 27; 0.155369
2540; 27; 0.147773
2550; 27; 0.140548
2560; 27; 0.133677
2570; 26; 0.127142
2580; 25; 0.120926
2590; 25; 0.115014
2600; 24; 0.109391
2610; 24; 0.104042
2620; 24; 0.0989559
2630; 24; 0.0941179
2640; 24; 0.0895165
2650; 24; 0.0851401
2660; 24; 0.0809776
2670; 24; 0.0770186
2680; 24; 0.0732532
2690; 23; 0.0696718
2700; 23; 0.0662656
2710; 23; 0.0630259
2720; 23; 0.0599445
2730; 22; 0.0570139
2740; 22; 0.0542265
2750; 22; 0.0515753
2760; 22; 0.0490538
2770; 22; 0.0466556
2780; 22; 0.0443746
2790; 20; 0.0422051
2800; 20; 0.0401417
2810; 20; 0.0381792
2820; 20; 0.0363126
2830; 20; 0.0345373
2840; 20; 0.0328488
2850; 20; 0.0312428
2860; 20; 0.0297154
2870; 20; 0.0282626
2880; 20; 0.0268808
2890; 20; 0.0255666
2900; 20; 0.0243167
2910; 20; 0.0231278
2920; 20; 0.0219971
2930; 20; 0.0209217
2940; 20; 0.0198988
2950; 20; 0.018926
2960; 20; 0.0180007
2970; 20; 0.0171206
2980; 20; 0.0162836
2990; 20; 0.0154875
3000; 20; 0.0147303
3010; 20; 0.0140102
3020; 20; 0.0133252
3030; 20; 0.0126737
3040; 20; 0.0120541
3050; 20; 0.0114648
3060; 20; 0.0109043
3070; 20; 0.0103712
3080; 20; 0.00986413
3090; 20; 0.00938187
3100; 20; 0.00892319
3110; 20; 0.00848694
3120; 20; 0.00807201
3130; 20; 0.00767737
3140; 20; 0.00730203
3150; 20; 0.00694503
3160; 20; 0.00660549
3170; 20; 0.00628255
3180; 20; 0.0059754
3190; 20; 0.00568326
3200; 20; 0.00540541
3210; 20; 0.00514114
3220; 20; 0.00488979
3230; 20; 0.00465073
3240; 20; 0.00442335
3250; 20; 0.0042071
3260; 20; 0.00400141
3270; 20; 0.00380578
3280; 20; 0.00361972
3290; 20; 0.00344275
3300; 20; 0.00327444
3310; 20; 0.00311435
3320; 19; 0.00296209
3330; 19; 0.00281727
3340; 19; 0.00267954
3350; 19; 0.00254853
3360; 19; 0.00242394
3370; 19; 0.00230543
3380; 19; 0.00219272
3390; 19; 0.00208552
3400; 18; 0.00198356
3410; 18; 0.00188658
3420; 18; 0.00179435
3430; 18; 0.00170662
3440; 18; 0.00162318
3450; 18; 0.00154383
3460; 18; 0.00146835
3470; 18; 0.00139656
3480; 18; 0.00132828
3490; 18; 0.00126334
3500; 18; 0.00120158
3510; 18; 0.00114283
3520; 18; 0.00108696
3530; 18; 0.00103382
3540; 18; 0.000983277
3550; 18; 0.000935205
3560; 18; 0.000889483
3570; 18; 0.000845996
3580; 18; 0.000804635
3590; 18; 0.000765297
3600; 18; 0.000727882
3610; 18; 0.000692295
3620; 18; 0.000658449
3630; 18; 0.000626258
3640; 18; 0.00059564
3650; 18; 0.000566519
3660; 18; 0.000538822
3670; 18; 0.000512479
3680; 18; 0.000487424
3690; 18; 0.000463594
3700; 18; 0.000440929
3710; 18; 0.000419372
3720; 18; 0.000398869
3730; 18; 0.000379368
3740; 18; 0.000360821
3750; 18; 0.000343181
3760; 18; 0.000326403
3770; 18; 0.000310445
3780; 18; 0.000295267
3790; 18; 0.000280832
3800; 18; 0.000267102
3810; 18; 0.000254043
3820; 18; 0.000241623
3830; 18; 0.00022981
3840; 18; 0.000218575
3850; 18; 0.000207889
3860; 18; 0.000197725
3870; 18; 0.000188058
3880; 18; 0.000178864
3890; 18; 0.00017012
3900; 18; 0.000161802
3910; 18; 0.000153892
3920; 18; 0.000146368
3930; 18; 0.000139212
3940; 18; 0.000132406
3950; 18; 0.000125933
3960; 18; 0.000119776
3970; 17; 0.00011392
3980; 17; 0.000108351
3990; 17; 0.000103053
4000; 17; 9.80151e-05
4010; 17; 9.32232e-05
4020; 17; 8.86655e-05
4030; 17; 8.43306e-05
4040; 17; 8.02077e-05
4050; 17; 7.62864e-05
4060; 17; 7.25568e-05
4070; 17; 6.90095e-05
4080; 17; 6.56356e-05
4090; 17; 6.24267e-05
4100; 17; 5.93746e-05
4110; 17; 5.64718e-05
4120; 17; 5.37109e-05
4130; 17; 5.1085e-05
4140; 17; 4.85875e-05
4150; 17; 4.6212e-05
4160; 17; 4.39527e-05
4170; 17; 4.18039e-05
4180; 17; 3.97601e-05
4190; 17; 3.78162e-05
4200; 17; 3.59674e-05
4210; 17; 3.4209e-05
4220; 17; 3.25365e-05
4230; 17; 3.09458e-05
4240; 17; 2.94329e-05
4250; 17; 2.79939e-05
4260; 17; 2.66253e-05
4270; 17; 2.53236e-05
4280; 17; 2.40855e-05
4290; 17; 2.2908e-05
4300; 17; 2.1788e-05
4310; 17; 2.07228e-05
4320; 17; 1.97096e-05
4330; 17; 1.8746e-05
4340; 17; 1.78296e-05
4350; 17; 1.69579e-05
4360; 17; 1.61288e-05
4370; 17; 1.53403e-05
4380; 17; 1.45903e-05
4390; 17; 1.3877e-05
4400; 17; 1.31985e-05
4410; 17; 1.25532e-05
4420; 17; 1.19395e-05
4430; 17; 1.13558e-05
4440; 17; 1.08006e-05
4450; 17; 1.02726e-05
4460; 17; 9.77035e-06
4470; 17; 9.29268e-06
4480; 17; 8.83836e-06
4490; 17; 8.40625e-06
4500; 17; 7.99527e-06
4510; 17; 7.60439e-06
4520; 17; 7.23261e-06
4530; 17; 6.87901e-06
4540; 17; 6.54269e-06
4550; 17; 6.22282e-06
4560; 17; 5.91859e-06
4570; 17; 5.62923e-06
4580; 17; 5.35402e-06
4590; 17; 5.09226e-06
4600; 17; 4.8433e-06
4610; 17; 4.60651e-06
4620; 17; 4.3813e-06
4630; 17; 4.1671e-06
4640; 17; 3.96337e-06
4650; 17; 3.7696e-06
4660; 17; 3.58531e-06
4670; 17; 3.41002e-06
4680; 17; 3.24331e-06
4690; 17; 3.08474e-06
4700; 17; 2.93393e-06
4710; 17; 2.79049e-06
4720; 17; 2.65406e-06
4730; 17; 2.52431e-06
4740; 17; 2.40089e-06
4750; 17; 2.28351e-06
4760; 17; 2.17187e-06
4770; 17; 2.06569e-06
4780; 17; 1.9647e-06
4790; 17; 1.86864e-06
4800; 17; 1.77729e-06
4810; 17; 1.6904e-06
4820; 17; 1.60775e-06
4830; 17; 1.52915e-06
4840; 16; 1.45439e-06
4850; 15; 1.38328e-06
4860; 15; 1.31566e-06
4870; 15; 1.25133e-06
4880; 15; 1.19016e-06
4890; 15; 1.13197e-06
4900; 15; 1.07663e-06
4910; 15; 1.02399e-06
4920; 15; 9.73929e-07
4930; 15; 9.26314e-07
4940; 15; 8.81026e-07
4950; 15; 8.37953e-07
4960; 15; 7.96986e-07
4970; 15; 7.58021e-07
4980; 15; 7.20962e-07
4990; 15; 6.85714e-07
5000; 15; 6.52189e-07
5010; 15; 6.20304e-07
5020; 15; 5.89977e-07
5030; 15; 5.61133e-07
5040; 15; 5.337e-07
5050; 15; 5.07607e-07
5060; 15; 4.8279e-07
5070; 15; 4.59187e-07
5080; 15; 4.36737e-07
5090; 15; 4.15385e-07
5100; 15; 3.95077e-07
5110; 15; 3.75762e-07
5120; 15; 3.57391e-07
5130; 15; 3.39918e-07
5140; 15; 3.233e-07
5150; 15; 3.07493e-07
5160; 15; 2.9246e-07
5170; 15; 2.78162e-07
5180; 15; 2.64562e-07
5190; 15; 2.51628e-07
5200; 15; 2.39326e-07
5210; 15; 2.27625e-07
5220; 15; 2.16497e-07
5230; 15; 2.05912e-07
5240; 15; 1.95845e-07
5250; 15; 1.8627e-07
5260; 15; 1.77164e-07
5270; 15; 1.68502e-07
5280; 15; 1.60264e-07
5290; 15; 1.52429e-07
5300; 15; 1.44977e-07
5310; 15; 1.37889e-07
5320; 15; 1.31147e-07
5330; 15; 1.24736e-07
5340; 15; 1.18637e-07
5350; 15; 1.12837e-07
5360; 15; 1.07321e-07
5370; 15; 1.02074e-07
5380; 15; 9.70833e-08
5390; 15; 9.23369e-08
5400; 15; 8.78225e-08
5410; 15; 8.35289e-08
5420; 15; 7.94452e-08
5430; 15; 7.55611e-08
5440; 15; 7.1867e-08
5450; 15; 6.83534e-08
5460; 15; 6.50116e-08
5470; 15; 6.18332e-08
5480; 15; 5.88102e-08
5490; 15; 5.5935e-08
5500; 15; 5.32003e-08
5510; 15; 5.05993e-08
5520; 15; 4.81256e-08
5530; 15; 4.57727e-08
5540; 15; 4.35349e-08
5550; 15; 4.14065e-08
5560; 15; 3.93821e-08
5570; 15; 3.74567e-08
5580; 15; 3.56255e-08
5590; 15; 3.38837e-08
5600; 15; 3.22272e-08
5610; 15; 3.06516e-08
5620; 15; 2.9153e-08
5630; 15; 2.77277e-08
5640; 15; 2.63721e-08
5650; 15; 2.50828e-08
5660; 15; 2.38565e-08
5670; 15; 2.26902e-08
5680; 15; 2.15809e-08
5690; 15; 2.05258e-08
5700; 15; 1.95223e-08
5710; 15; 1.85678e-08
5720; 15; 1.766e-08
5730; 15; 1.67967e-08
5740; 15; 1.59755e-08
5750; 15; 1.51944e-08
5760; 15; 1.44516e-08
5770; 15; 1.3745e-08
5780; 15; 1.3073e-08
5790; 15; 1.24339e-08
5800; 15; 1.1826e-08
5810; 15; 1.12478e-08
5820; 15; 1.06979e-08
5830; 15; 1.01749e-08
5840; 15; 9.67746e-09
5850; 15; 9.20433e-09
5860; 15; 8.75434e-09
5870; 15; 8.32634e-09
5880; 15; 7.91926e-09
5890; 15; 7.53209e-09
5900; 15; 7.16385e-09
5910; 15; 6.81361e-09
5920; 15; 6.48049e-09
5930; 15; 6.16366e-09
5940; 15; 5.86232e-09
5950; 15; 5.57571e-09
5960; 15; 5.30312e-09
5970; 15; 5.04385e-09
5980; 15; 4.79726e-09
5990; 15; 4.56272e-09
6000; 15; 4.33965e-09
6010; 15; 4.12748e-09
6020; 15; 3.92569e-09
6030; 15; 3.73376e-09
6040; 15; 3.55122e-09
6050; 15; 3.3776e-09
6060; 15; 3.21247e-09
6070; 15; 3.05541e-09
6080; 15; 2.90604e-09
6090; 15; 2.76396e-09
6100; 15; 2.62883e-09
6110; 15; 2.50031e-09
6120; 15; 2.37807e-09
6130; 15; 2.2618e-09
6140; 15; 2.15122e-09
6150; 15; 2.04605e-09
6160; 15; 1.94602e-09
6170; 15; 1.85088e-09
6180; 15; 1.76039e-09
6190; 15; 1.67433e-09
6200; 15; 1.59247e-09
6210; 15; 1.51461e-09
6220; 15; 1.44056e-09
6230; 15; 1.37013e-09
6240; 15; 1.30315e-09
6250; 15; 1.23944e-09
6260; 15; 1.17884e-09
6270; 15; 1.12121e-09
6280; 15; 1.06639e-09
6290; 15; 1.01426e-09
6300; 15; 9.6467e-10
6310; 15; 9.17507e-10
6320; 15; 8.7265e-10
6330; 15; 8.29987e-10
6340; 15; 7.89409e-10
6350; 15; 7.50815e-10
6360; 15; 7.14107e-10
6370; 15; 6.79195e-10
6380; 15; 6.45989e-10
6390; 15; 6.14407e-10
6400; 15; 5.84368e-10
6410; 15; 5.55799e-10
6420; 15; 5.28626e-10
6430; 15; 5.02781e-10
6440; 15; 4.782e-10
6450; 15; 4.54821e-10
6460; 15; 4.32585e-10
6470; 15; 4.11436e-10
6480; 15; 3.91321e-10
6490; 15; 3.72189e-10
6500; 15; 3.53993e-10
6510; 15; 3.36686e-10
6520; 15; 3.20226e-10
6530; 15; 3.0457e-10
6540; 15; 2.8968e-10
6550; 15; 2.75517e-10
6560; 15; 2.62047e-10
6570; 15; 2.49236e-10
6580; 15; 2.37051e-10
6590; 15; 2.25461e-10
6600; 15; 2.14439e-10
6610; 15; 2.03955e-10
6620; 15; 1.93983e-10
6630; 15; 1.845e-10
6640; 15; 1.75479e-10
6650; 15; 1.669e-10
6660; 15; 1.58741e-10
6670; 15; 1.5098e-10
6680; 15; 1.43598e-10
6690; 15; 1.36578e-10
6700; 15; 1.29901e-10
6710; 15; 1.2355e-10
6720; 15; 1.17509e-10
6730; 15; 1.11764e-10
6740; 15; 1.063e-10
6750; 15; 1.01103e-10
6760; 15; 9.61603e-11
6770; 15; 9.1459e-11
6780; 15; 8.69876e-11
6790; 15; 8.27348e-11
6800; 15; 7.86899e-11
6810; 15; 7.48428e-11
6820; 15; 7.11837e-11
6830; 15; 6.77036e-11
6840; 15; 6.43935e-11
6850; 15; 6.12453e-11
6860; 15; 5.82511e-11
6870; 15; 5.54032e-11
6880; 15; 5.26945e-11
6890; 15; 5.01183e-11
6900; 15; 4.7668e-11
6910; 15; 4.53375e-11
6920; 15; 4.3121e-11
6930; 15; 4.10128e-11
6940; 15; 3.90077e-11
6950; 15; 3.71006e-11
6960; 15; 3.52868e-11
6970; 15; 3.35616e-11
6980; 15; 3.19208e-11
6990; 15; 3.03602e-11
7000; 15; 2.88759e-11
7010; 15; 2.74641e-11
7020; 15; 2.61214e-11
7030; 15; 2.48444e-11
7040; 15; 2.36297e-11
7050; 15; 2.24745e-11
7060; 15; 2.13757e-11
7070; 15; 2.03306e-11
7080; 15; 1.93367e-11
7090; 15; 1.83913e-11
7100; 15; 1.74922e-11
7110; 15; 1.6637e-11
7120; 15; 1.58236e-11
7130; 15; 1.505e-11
7140; 15; 1.43142e-11
7150; 15; 1.36144e-11
7160; 15; 1.29488e-11
7170; 15; 1.23157e-11
7180; 15; 1.17136e-11
7190; 15; 1.11409e-11
7200; 15; 1.05962e-11
7210; 15; 1.00782e-11
7220; 15; 9.58546e-12
7230; 15; 9.11683e-12
7240; 15; 8.67111e-12
7250; 15; 8.24718e-12
7260; 15; 7.84398e-12
7270; 15; 7.46048e-12
7280; 15; 7.09574e-12
7290; 15; 6.74883e-12
7300; 15; 6.41888e-12
7310; 15; 6.10506e-12
7320; 15; 5.80659e-12
7330; 15; 5.52271e-12
7340; 15; 5.2527e-12
7350; 15; 4.9959e-12
7360; 15; 4.75165e-12
7370; 15; 4.51934e-12
7380; 15; 4.29839e-12
7390; 15; 4.08824e-12
7400; 15; 3.88837e-12
7410; 15; 3.69827e-12
7420; 15; 3.51746e-12
7430; 15; 3.34549e-12
7440; 15; 3.18193e-12
7450; 15; 3.02637e-12
7460; 15; 2.87841e-12
7470; 15; 2.73768e-12
7480; 15; 2.60384e-12
7490; 15; 2.47654e-12
7500; 15; 2.35546e-12
7510; 15; 2.2403e-12
7520; 15; 2.13077e-12
7530; 15; 2.0266e-12
7540; 15; 1.92752e-12
7550; 15; 1.83328e-12
7560; 15; 1.74365e-12
7570; 15; 1.65841e-12
7580; 15; 1.57733e-12
7590; 15; 1.50021e-12
7600; 15; 1.42687e-12
7610; 15; 1.35711e-12
7620; 15; 1.29076e-12
7630; 15; 1.22765e-12
7640; 15; 1.16763e-12
7650; 15; 1.11055e-12
7660; 15; 1.05625e-12
7670; 15; 1.00461e-12
7680; 15; 9.55499e-13
7690; 15; 9.08785e-13
7700; 15; 8.64354e-13
7710; 15; 8.22096e-13
7720; 15; 7.81904e-13
7730; 15; 7.43677e-13
7740; 15; 7.07318e-13
7750; 15; 6.72738e-13
7760; 15; 6.39848e-13
7770; 15; 6.08566e-13
7780; 15; 5.78813e-13
7790; 15; 5.50515e-13
7800; 15; 5.236e-13
7810; 15; 4.98001e-13
7820; 15; 4.73654e-13
7830; 15; 4.50497e-13
7840; 15; 4.28473e-13
7850; 15; 4.07525e-13
7860; 15; 3.87601e-13
7870; 15; 3.68651e-13
7880; 15; 3.50628e-13
7890; 15; 3.33486e-13
7900; 15; 3.17182e-13
7910; 15; 3.01675e-13
7920; 15; 2.86926e-13
7930; 15; 2.72898e-13
7940; 15; 2.59556e-13
7950; 15; 2.46866e-13
7960; 15; 2.34797e-13
7970; 15; 2.23318e-13
7980; 14; 2.124e-13
7990; 14; 2.02016e-13
8000; 14; 1.92139e-13
8010; 14; 1.82746e-13
8020; 14; 1.73811e-13
8030; 14; 1.65314e-13
8040; 14; 1.57231e-13
8050; 14; 1.49544e-13
8060; 14; 1.42233e-13
8070; 14; 1.35279e-13
8080; 14; 1.28666e-13
8090; 14; 1.22375e-13
8100; 14; 1.16392e-13
8110; 14; 1.10702e-13
8120; 14; 1.0529e-13
8130; 14; 1.00142e-13
8140; 14; 9.52461e-14
8150; 14; 9.05895e-14
8160; 14; 8.61606e-14
8170; 14; 8.19483e-14
8180; 14; 7.79418e-14
8190; 14; 7.41312e-14
8200; 14; 7.0507e-14
8210; 14; 6.70599e-14
8220; 14; 6.37814e-14
8230; 14; 6.06631e-14
8240; 14; 5.76973e-14
8250; 14; 5.48765e-14
8260; 14; 5.21936e-14
8270; 14; 4.96418e-14
8280; 14; 4.72148e-14
8290; 14; 4.49065e-14
8300; 14; 4.2711e-14
8310; 14; 4.06229e-14
8320; 14; 3.86369e-14
8330; 14; 3.67479e-14
8340; 14; 3.49513e-14
8350; 14; 3.32425e-14
8360; 14; 3.16173e-14
8370; 14; 3.00716e-14
8380; 14; 2.86014e-14
8390; 14; 2.7203e-14
8400; 14; 2.58731e-14
8410; 14; 2.46082e-14
8420; 14; 2.34051e-14
8430; 14; 2.22608e-14
8440; 14; 2.11725e-14
8450; 14; 2.01373e-14
8460; 14; 1.91528e-14
8470; 14; 1.82165e-14
8480; 14; 1.73259e-14
8490; 14; 1.64788e-14
8500; 14; 1.56732e-14
8510; 14; 1.49069e-14
8520; 14; 1.41781e-14
8530; 13; 1.34849e-14
8540; 13; 1.28257e-14
8550; 13; 1.21986e-14
8560; 13; 1.16022e-14
8570; 13; 1.1035e-14
8580; 13; 1.04955e-14
8590; 13; 9.98237e-15
8600; 13; 9.49433e-15
8610; 13; 9.03016e-15
8620; 13; 8.58867e-15
8630; 13; 8.16877e-15
8640; 13; 7.7694e-15
8650; 13; 7.38956e-15
8660; 13; 7.02828e-15
8670; 13; 6.68467e-15
8680; 13; 6.35786e-15
8690; 13; 6.04702e-15
8700; 13; 5.75139e-15
8710; 13; 5.4702e-15
8720; 13; 5.20276e-15
8730; 13; 4.9484e-15
8740; 13; 4.70647e-15
8750; 13; 4.47638e-15
8760; 13; 4.25753e-15
8770; 13; 4.04938e-15
8780; 13; 3.8514e-15
8790; 13; 3.66311e-15
8800; 13; 3.48402e-15
8810; 13; 3.31369e-15
8820; 13; 3.15168e-15
8830; 13; 2.9976e-15
8840; 13; 2.85104e-15
8850; 13; 2.71166e-15
8860; 13; 2.57908e-15
8870; 13; 2.45299e-15
8880; 13; 2.33307e-15
8890; 13; 2.219e-15
8900; 13; 2.11052e-15
8910; 13; 2.00733e-15
8920; 13; 1.90919e-15
8930; 13; 1.81585e-15
8940; 13; 1.72708e-15
8950; 13; 1.64264e-15
8960; 13; 1.56233e-15
8970; 13; 1.48595e-15
8980; 13; 1.4133e-15
8990; 13; 1.34421e-15
9000; 13; 1.27849e-15
9010; 13; 1.21598e-15
9020; 13; 1.15653e-15
9030; 13; 1.09999e-15
9040; 13; 1.04621e-15
9050; 13; 9.95063e-16
9060; 13; 9.46415e-16
9070; 13; 9.00145e-16
9080; 13; 8.56137e-16
9090; 13; 8.1428e-16
9100; 13; 7.7447e-16
9110; 13; 7.36607e-16
9120; 13; 7.00594e-16
9130; 13; 6.66342e-16
9140; 13; 6.33765e-16
9150; 13; 6.0278e-16
9160; 13; 5.7331e-16
9170; 13; 5.45281e-16
9180; 13; 5.18622e-16
9190; 13; 4.93267e-16
9200; 13; 4.69151e-16
9210; 13; 4.46214e-16
9220; 13; 4.24399e-16
9230; 12; 4.0365e-16
9240; 12; 3.83916e-16
9250; 12; 3.65146e-16
9260; 12; 3.47294e-16
9270; 12; 3.30315e-16
9280; 12; 3.14166e-16
9290; 12; 2.98807e-16
9300; 12; 2.84198e-16
9310; 12; 2.70304e-16
9320; 12; 2.57088e-16
9330; 12; 2.44519e-16
9340; 12; 2.32565e-16
9350; 12; 2.21195e-16
9360; 12; 2.10381e-16
9370; 12; 2.00095e-16
9380; 12; 1.90313e-16
9390; 12; 1.81008e-16
9400; 12; 1.72159e-16
9410; 12; 1.63742e-16
9420; 12; 1.55737e-16
9430; 12; 1.48123e-16
9440; 12; 1.40881e-16
9450; 12; 1.33993e-16
9460; 12; 1.27442e-16
9470; 12; 1.21212e-16
9480; 12; 1.15286e-16
9490; 12; 1.09649e-16
9500; 12; 1.04289e-16
9510; 12; 9.919e-17
9520; 12; 9.43406e-17
9530; 12; 8.97283e-17
9540; 12; 8.53415e-17
9550; 12; 8.11692e-17
9560; 12; 7.72008e-17
9570; 12; 7.34265e-17
9580; 12; 6.98367e-17
9590; 12; 6.64224e-17
9600; 12; 6.3175e-17
9610; 12; 6.00864e-17
9620; 12; 5.71488e-17
9630; 12; 5.43548e-17
9640; 12; 5.16974e-17
9650; 12; 4.91699e-17
9660; 12; 4.6766e-17
9670; 12; 4.44796e-17
9680; 12; 4.2305e-17
9690; 12; 4.02367e-17
9700; 12; 3.82695e-17
9710; 12; 3.63985e-17
9720; 12; 3.4619e-17
9730; 11; 3.29265e-17
9740; 11; 3.13167e-17
9750; 11; 2.97857e-17
9760; 11; 2.83294e-17
9770; 11; 2.69444e-17
9780; 11; 2.56271e-17
9790; 11; 2.43742e-17
9800; 11; 2.31826e-17
9810; 11; 2.20492e-17
9820; 11; 2.09712e-17
9830; 11; 1.99459e-17
9840; 11; 1.89708e-17
9850; 11; 1.80433e-17
9860; 11; 1.71611e-17
9870; 11; 1.63221e-17
9880; 11; 1.55241e-17
9890; 11; 1.47652e-17
9900; 11; 1.40433e-17
9910; 11; 1.33567e-17
9920; 11; 1.27037e-17
9930; 11; 1.20826e-17
9940; 11; 1.14919e-17
9950; 11; 1.09301e-17
9960; 11; 1.03957e-17
9970; 11; 9.88747e-18
9980; 11; 9.40407e-18
9990; 11; 8.94431e-18
10000; 11; 8.50702e-18
10010; 11; 8.09111e-18
10020; 11; 7.69554e-18
10030; 11; 7.31931e-18
10040; 11; 6.96147e-18
10050; 11; 6.62112e-18
10060; 11; 6.29741e-18
10070; 11; 5.98954e-18
10080; 11; 5.69671e-18
10090; 11; 5.4182e-18
10100; 11; 5.1533e-18
10110; 11; 4.90136e-18
10120; 11; 4.66173e-18
10130; 11; 4.43382e-18
