it; best; temp
7680; 13; 9.55499e-13
7690; 13; 9.08785e-13
7700; 13; 8.64354e-13
7710; 13; 8.22096e-13
7720; 13; 7.81904e-13
7730; 13; 7.43677e-13
7740; 13; 7.07318e-13
7750; 13; 6.72738e-13
7760; 13; 6.39848e-13
7770; 13; 6.08566e-13
7780; 13; 5.78813e-13
7790; 13; 5.50515e-13
7800; 13; 5.236e-13
7810; 13; 4.98001e-13
7820; 13; 4.73654e-13
7830; 13; 4.50497e-13
7840; 13; 4.28473e-13
7850; 13; 4.07525e-13
7860; 13; 3.87601e-13
7870; 13; 3.68651e-13
7880; 13; 3.50628e-13
7890; 13; 3.33486e-13
7900; 13; 3.17182e-13
7910; 13; 3.01675e-13
7920; 13; 2.86926e-13
7930; 13; 2.72898e-13
7940; 13; 2.59556e-13
7950; 13; 2.46866e-13
7960; 13; 2.34797e-13
7970; 13; 2.23318e-13
7980; 13; 2.124e-13
7990; 13; 2.02016e-13
8000; 13; 1.92139e-13
8010; 13; 1.82746e-13
8020; 13; 1.73811e-13
8030; 13; 1.65314e-13
8040; 13; 1.57231e-13
8050; 13; 1.49544e-13
8060; 13; 1.42233e-13
8070; 13; 1.35279e-13
8080; 13; 1.28666e-13
8090; 13; 1.22375e-13
8100; 13; 1.16392e-13
8110; 13; 1.10702e-13
8120; 13; 1.0529e-13
8130; 13; 1.00142e-13
8140; 13; 9.52461e-14
8150; 13; 9.05895e-14
8160; 13; 8.61606e-14
8170; 13; 8.19483e-14
8180; 13; 7.79418e-14
8190; 13; 7.41312e-14
8200; 13; 7.0507e-14
8210; 13; 6.70599e-14
8220; 13; 6.37814e-14
8230; 13; 6.06631e-14
8240; 13; 5.76973e-14
8250; 13; 5.48765e-14
8260; 13; 5.21936e-14
8270; 13; 4.96418e-14
8280; 13; 4.72148e-14
8290; 13; 4.49065e-14
8300; 13; 4.2711e-14
8310; 13; 4.06229e-14
8320; 13; 3.86369e-14
8330; 13; 3.67479e-14
8340; 13; 3.49513e-14
8350; 13; 3.32425e-14
8360; 13; 3.16173e-14
8370; 13; 3.00716e-14
8380; 13; 2.86014e-14
8390; 13; 2.7203e-14
8400; 13; 2.58731e-14
8410; 13; 2.46082e-14
8420; 13; 2.34051e-14
8430; 13; 2.22608e-14
8440; 13; 2.11725e-14
8450; 13; 2.01373e-14
8460; 13; 1.91528e-14
8470; 13; 1.82165e-14
8480; 13; 1.73259e-14
8490; 13; 1.64788e-14
8500; 13; 1.56732e-14
8510; 13; 1.49069e-14
8520; 13; 1.41781e-14
8530; 13; 1.34849e-14
8540; 13; 1.28257e-14
8550; 13; 1.21986e-14
8560; 13; 1.16022e-14
8570; 13; 1.1035e-14
8580; 13; 1.04955e-14
8590; 13; 9.98237e-15
8600; 13; 9.49433e-15
8610; 13; 9.03016e-15
8620; 13; 8.58867e-15
8630; 13; 8.16877e-15
8640; 13; 7.7694e-15
8650; 13; 7.38956e-15
8660; 13; 7.02828e-15
8670; 13; 6.68467e-15
8680; 13; 6.35786e-15
8690; 13; 6.04702e-15
8700; 13; 5.75139e-15
8710; 13; 5.4702e-15
8720; 13; 5.20276e-15
8730; 13; 4.9484e-15
8740; 13; 4.70647e-15
8750; 13; 4.47638e-15
8760; 13; 4.25753e-15
8770; 13; 4.04938e-15
8780; 13; 3.8514e-15
8790; 13; 3.66311e-15
8800; 13; 3.48402e-15
8810; 13; 3.31369e-15
8820; 13; 3.15168e-15
8830; 13; 2.9976e-15
8840; 13; 2.85104e-15
8850; 13; 2.71166e-15
8860; 13; 2.57908e-15
8870; 13; 2.45299e-15
8880; 13; 2.33307e-15
8890; 13; 2.219e-15
8900; 13; 2.11052e-15
8910; 13; 2.00733e-15
8920; 13; 1.90919e-15
8930; 13; 1.81585e-15
8940; 13; 1.72708e-15
8950; 13; 1.64264e-15
8960; 13; 1.56233e-15
8970; 13; 1.48595e-15
8980; 13; 1.4133e-15
8990; 13; 1.34421e-15
9000; 13; 1.27849e-15
9010; 13; 1.21598e-15
9020; 13; 1.15653e-15
9030; 13; 1.09999e-15
9040; 13; 1.04621e-15
9050; 13; 9.95063e-16
9060; 13; 9.46415e-16
9070; 13; 9.00145e-16
9080; 13; 8.56137e-16
9090; 13; 8.1428e-16
9100; 13; 7.7447e-16
9110; 13; 7.36607e-16
9120; 13; 7.00594e-16
9130; 13; 6.66342e-16
9140; 13; 6.33765e-16
9150; 13; 6.0278e-16
9160; 13; 5.7331e-16
9170; 13; 5.45281e-16
9180; 13; 5.18622e-16
9190; 13; 4.93267e-16
9200; 13; 4.69151e-16
9210; 13; 4.46214e-16
9220; 13; 4.24399e-16
9230; 13; 4.0365e-16
9240; 13; 3.83916e-16
9250; 13; 3.65146e-16
9260; 13; 3.47294e-16
9270; 13; 3.30315e-16
9280; 13; 3.14166e-16
9290; 13; 2.98807e-16
9300; 13; 2.84198e-16
9310; 13; 2.70304e-16
9320; 13; 2.57088e-16
9330; 13; 2.44519e-16
9340; 13; 2.32565e-16
9350; 13; 2.21195e-16
9360; 13; 2.10381e-16
9370; 13; 2.00095e-16
9380; 13; 1.90313e-16
9390; 13; 1.81008e-16
9400; 13; 1.72159e-16
9410; 13; 1.63742e-16
9420; 13; 1.55737e-16
9430; 13; 1.48123e-16
9440; 13; 1.40881e-16
9450; 13; 1.33993e-16
9460; 13; 1.27442e-16
9470; 13; 1.21212e-16
9480; 13; 1.15286e-16
9490; 13; 1.09649e-16
9500; 13; 1.04289e-16
9510; 13; 9.919e-17
9520; 13; 9.43406e-17
9530; 13; 8.97283e-17
9540; 13; 8.53415e-17
9550; 13; 8.11692e-17
9560; 13; 7.72008e-17
9570; 13; 7.34265e-17
9580; 13; 6.98367e-17
9590; 13; 6.64224e-17
9600; 13; 6.3175e-17
9610; 13; 6.00864e-17
9620; 13; 5.71488e-17
9630; 13; 5.43548e-17
9640; 13; 5.16974e-17
9650; 13; 4.91699e-17
9660; 13; 4.6766e-17
9670; 13; 4.44796e-17
9680; 13; 4.2305e-17
9690; 13; 4.02367e-17
9700; 13; 3.82695e-17
9710; 13; 3.63985e-17
9720; 13; 3.4619e-17
9730; 13; 3.29265e-17
9740; 13; 3.13167e-17
9750; 13; 2.97857e-17
9760; 13; 2.83294e-17
9770; 13; 2.69444e-17
9780; 13; 2.56271e-17
9790; 13; 2.43742e-17
9800; 13; 2.31826e-17
9810; 13; 2.20492e-17
9820; 13; 2.09712e-17
9830; 13; 1.99459e-17
9840; 13; 1.89708e-17
9850; 13; 1.80433e-17
9860; 13; 1.71611e-17
9870; 13; 1.63221e-17
9880; 13; 1.55241e-17
9890; 13; 1.47652e-17
9900; 13; 1.40433e-17
9910; 13; 1.33567e-17
9920; 13; 1.27037e-17
9930; 13; 1.20826e-17
9940; 13; 1.14919e-17
9950; 13; 1.09301e-17
9960; 13; 1.03957e-17
9970; 13; 9.88747e-18
9980; 13; 9.40407e-18
9990; 13; 8.94431e-18
10000; 13; 8.50702e-18
10010; 13; 8.09111e-18
10020; 13; 7.69554e-18
10030; 13; 7.31931e-18
10040; 13; 6.96147e-18
10050; 13; 6.62112e-18
10060; 13; 6.29741e-18
10070; 13; 5.98954e-18
10080; 13; 5.69671e-18
10090; 13; 5.4182e-18
10100; 13; 5.1533e-18
10110; 13; 4.90136e-18
10120; 13; 4.66173e-18
10130; 13; 4.43382e-18
