50000; 0.995; 8; 21.8627s
50000; 0.995; 8; 21.6542s
50000; 0.995; 9; 21.3417s
50000; 0.995; 7; 12.698s
50000; 0.995; 9; 22.2972s
50000; 0.995; 7; 25.5456s
50000; 0.995; 8; 26.0891s
50000; 0.995; 8; 28.6039s
50000; 0.995; 9; 29.165s
50000; 0.995; 8; 34.2812s
