iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 15; 15.5; 0.5
1; 1; 2; 15; 15.5; 1
2; 1; 2; 15; 15.5; 1.5
3; 1; 2; 15; 15; 1.5
4; 2; 4; 14; 14.875; 1.16458
5; 2; 4; 14; 14.875; 1.03298
6; 3; 8; 13; 14.875; 1.28353
7; 3; 8; 11; 14.2917; 1.44395
8; 3; 8; 10; 13.625; 1.30718
9; 3; 8; 9; 13.125; 1.00299
10; 4; 16; 9; 13.5156; 1.69061
11; 4; 16; 8; 13.3594; 1.87893
12; 4; 16; 8; 13.1719; 1.772
13; 4; 16; 7; 13.1094; 1.83586
14; 4; 16; 7; 13.0156; 1.83495
15; 4; 16; 7; 12.0156; 1.21404
16; 4; 16; 7; 11.6719; 0.896301
17; 4; 16; 6; 11.5156; 0.864709
18; 5; 32; 6; 12.25; 1.4834
19; 5; 32; 6; 12.1; 1.55205
20; 5; 32; 6; 12.0375; 1.54122
21; 5; 32; 6; 12.0125; 1.55355
22; 5; 32; 6; 11.95; 1.53878
23; 5; 32; 6; 11.175; 1.12234
24; 5; 32; 6; 11.125; 1.07273
25; 5; 32; 5; 11.05; 1.04883
26; 5; 32; 5; 10.7063; 0.851508
27; 5; 32; 5; 10.5813; 0.795674
28; 5; 32; 5; 10.5813; 0.795674
iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 14; 14.5; 0.5
1; 1; 2; 14; 14.5; 1
2; 1; 2; 14; 14.5; 1.5
3; 1; 2; 14; 14.5; 2
4; 2; 4; 14; 15.125; 1.76539
5; 2; 4; 14; 14.75; 1.38269
6; 3; 8; 12; 14.9167; 1.68399
7; 3; 8; 11; 14.0417; 1.34149
8; 3; 8; 11; 13.625; 1.00488
9; 3; 8; 9; 13.5833; 1.23349
10; 4; 16; 9; 13.9219; 2.09713
11; 4; 16; 9; 13.5156; 2.03902
12; 4; 16; 9; 13.3906; 1.97826
13; 4; 16; 8; 13.3281; 1.9721
14; 4; 16; 7; 13.2969; 2.06518
15; 4; 16; 7; 12.2031; 1.25265
16; 4; 16; 7; 12.0781; 0.995328
17; 4; 16; 7; 12.0469; 0.921109
18; 4; 16; 7; 11.9531; 0.884349
19; 4; 16; 7; 11.9219; 0.871189
20; 4; 16; 7; 11.6719; 0.815794
21; 4; 16; 7; 11.6719; 0.809762
22; 4; 16; 7; 11.6406; 0.895913
23; 4; 16; 6; 11.4844; 0.948984
24; 4; 16; 5; 11.3594; 0.984845
25; 4; 16; 5; 11.2031; 0.988367
26; 4; 16; 5; 11.2031; 0.988367
iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 14; 14.5; 0.5
1; 2; 4; 14; 14.625; 0.779508
2; 2; 4; 14; 14.5; 0.889754
3; 2; 4; 14; 14.375; 0.819877
4; 3; 8; 12; 14.5; 1.50224
5; 3; 8; 11; 13.5417; 1.13939
6; 3; 8; 10; 13.2083; 0.854177
7; 3; 8; 10; 13.1667; 0.770428
8; 4; 16; 10; 13.5156; 1.67262
9; 4; 16; 10; 13.4844; 1.85761
10; 4; 16; 9; 13.4219; 1.9628
11; 4; 16; 8; 13.2969; 2.00818
12; 4; 16; 8; 13.1719; 2.0102
13; 4; 16; 8; 12.0781; 1.15782
14; 4; 16; 8; 12.0156; 0.979845
15; 4; 16; 8; 11.9531; 0.900234
16; 4; 16; 8; 11.7656; 0.758092
17; 4; 16; 8; 11.5469; 0.676772
18; 4; 16; 8; 11.4062; 0.651321
19; 5; 32; 8; 12.15; 1.30337
20; 5; 32; 7; 12.0375; 1.4168
21; 5; 32; 7; 11.975; 1.42833
22; 5; 32; 6; 11.9375; 1.47164
23; 5; 32; 6; 11.875; 1.49472
24; 5; 32; 6; 11.1125; 1.17156
25; 5; 32; 5; 11; 1.13122
26; 5; 32; 5; 10.5687; 0.864801
27; 5; 32; 5; 10.425; 0.812582
28; 5; 32; 5; 10.425; 0.812582
iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 14; 15; 1
1; 1; 2; 14; 15; 2
2; 1; 2; 14; 14; 2
3; 2; 4; 14; 14.625; 1.45069
4; 2; 4; 13; 14.25; 1.28436
5; 2; 4; 13; 13.875; 0.972901
6; 3; 8; 13; 14.3333; 1.58227
7; 3; 8; 11; 13.3333; 1.34302
8; 3; 8; 9; 12.8333; 1.10911
9; 3; 8; 9; 12.4583; 0.843632
10; 4; 16; 9; 13.0156; 1.548
11; 4; 16; 8; 12.9219; 1.71078
12; 4; 16; 8; 12.8281; 1.73095
13; 4; 16; 8; 12.7344; 1.70474
14; 4; 16; 8; 12.7031; 1.69422
15; 4; 16; 8; 11.7344; 1.12186
16; 4; 16; 8; 11.7344; 1.014
17; 4; 16; 7; 11.6406; 0.955778
18; 4; 16; 7; 11.5781; 0.941223
19; 4; 16; 7; 11.5469; 0.941432
20; 4; 16; 7; 11.1719; 0.832141
21; 4; 16; 6; 11.1406; 0.852748
22; 4; 16; 6; 11.0781; 0.923185
23; 4; 16; 6; 10.8281; 0.82766
24; 5; 32; 6; 11.6813; 1.45135
25; 5; 32; 6; 11.6062; 1.56541
26; 5; 32; 6; 11.5062; 1.56394
27; 5; 32; 6; 11.4563; 1.61615
28; 5; 32; 6; 11.3562; 1.5686
29; 5; 32; 6; 10.5563; 1.08035
30; 5; 32; 5; 10.5062; 1.06159
31; 5; 32; 5; 10.2; 0.910669
32; 5; 32; 5; 10.0625; 0.879196
33; 5; 32; 5; 10.0625; 0.879196
iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 16; 16; 0
1; 1; 2; 16; 16; 0
2; 2; 4; 15; 15.75; 0.661438
3; 2; 4; 13; 15.125; 0.955719
4; 2; 4; 13; 14.5; 0.477859
5; 3; 8; 12; 14.625; 0.894086
6; 3; 8; 11; 13.9583; 1.10705
7; 3; 8; 10; 13.1667; 0.657691
8; 3; 8; 9; 12.9167; 0.423355
9; 4; 16; 9; 13.3281; 1.07965
10; 4; 16; 9; 13.2344; 1.3138
11; 4; 16; 8; 13.0469; 1.33405
12; 4; 16; 7; 12.9844; 1.36387
13; 4; 16; 7; 12.9531; 1.34919
14; 4; 16; 7; 12.1406; 0.882128
15; 4; 16; 6; 12.0781; 0.843028
16; 4; 16; 6; 11.9219; 0.768186
17; 4; 16; 6; 11.8281; 0.74702
18; 4; 16; 6; 11.5469; 0.79927
19; 4; 16; 6; 11.1875; 0.651336
20; 5; 32; 6; 11.9375; 1.20376
21; 5; 32; 6; 11.85; 1.30358
22; 5; 32; 6; 11.7625; 1.30789
23; 5; 32; 6; 11.65; 1.27284
24; 5; 32; 6; 11.6; 1.25901
25; 5; 32; 6; 10.9; 0.910322
26; 5; 32; 6; 10.875; 0.835838
27; 5; 32; 5; 10.85; 0.841119
28; 5; 32; 5; 10.525; 0.82959
29; 5; 32; 5; 10.2125; 0.713302
30; 5; 32; 5; 10.2125; 0.713302
iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 15; 15.5; 0.5
1; 1; 2; 15; 15.5; 1
2; 1; 2; 15; 15.5; 1.5
3; 1; 2; 15; 15; 1.5
4; 2; 4; 14; 15.125; 1.39952
5; 2; 4; 13; 14.625; 1.07476
6; 2; 4; 13; 14.5; 0.890933
7; 3; 8; 12; 14.7083; 1.57933
