iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 15; 15.5; 0.5
1; 1; 2; 15; 15.5; 1
2; 1; 2; 15; 15.5; 1.5
3; 1; 2; 15; 15.5; 2
4; 2; 4; 15; 15.5; 1.5
5; 2; 4; 15; 15.5; 1.25
6; 2; 4; 15; 15.25; 0.875
7; 2; 4; 15; 15; 0.4375
8; 2; 4; 15; 15; 0.572303
9; 2; 4; 14; 14.75; 0.536152
10; 3; 8; 13; 15.0833; 1.02239
11; 3; 8; 11; 14.4583; 1.1543
12; 3; 8; 10; 13.8333; 1.06514
13; 3; 8; 10; 13.375; 0.794938
14; 4; 16; 10; 14.0156; 1.20415
15; 4; 16; 9; 13.8281; 1.23775
16; 4; 16; 9; 13.7656; 1.25981
17; 4; 16; 9; 13.6406; 1.33862
18; 4; 16; 8; 13.4531; 1.2388
19; 4; 16; 8; 12.8125; 1.08231
20; 4; 16; 8; 12.75; 1.02222
21; 4; 16; 8; 12.75; 1.0869
22; 4; 16; 7; 12.6875; 1.05336
23; 4; 16; 7; 12.6562; 1.04056
24; 4; 16; 7; 12.1562; 0.924145
25; 4; 16; 7; 12.1562; 0.895041
26; 4; 16; 7; 12.1562; 0.887765
27; 4; 16; 7; 12.1562; 0.885946
28; 4; 16; 7; 12.1562; 0.885491
29; 4; 16; 7; 11.7656; 0.723902
30; 4; 16; 7; 11.7656; 0.683505
31; 4; 16; 7; 11.7656; 0.690153
32; 4; 16; 7; 11.7344; 0.695662
33; 4; 16; 7; 11.7031; 0.693192
34; 5; 32; 7; 12.5563; 1.12909
35; 5; 32; 7; 12.3938; 1.17406
36; 5; 32; 7; 12.3688; 1.17319
37; 5; 32; 7; 12.3438; 1.15359
38; 5; 32; 7; 12.3187; 1.1451
39; 5; 32; 7; 12.3187; 1.10226
40; 5; 32; 7; 12.1937; 1.11413
41; 5; 32; 7; 12.1687; 1.09151
42; 5; 32; 7; 12.1687; 1.08699
43; 5; 32; 7; 12.1687; 1.08608
44; 5; 32; 7; 12.1687; 1.0859
45; 5; 32; 7; 12.0312; 1.04784
46; 5; 32; 7; 12.0312; 1.04023
47; 5; 32; 7; 12.0312; 1.0387
48; 5; 32; 7; 12.0312; 1.0384
49; 5; 32; 7; 12.0312; 1.03834
50; 5; 32; 6; 11.9563; 1.0202
51; 5; 32; 6; 11.9563; 1.01657
52; 5; 32; 6; 11.9563; 1.01585
53; 5; 32; 6; 11.9563; 1.0157
54; 5; 32; 6; 11.9563; 1.01567
55; 5; 32; 6; 11.4125; 0.880805
56; 5; 32; 6; 11; 0.735278
57; 5; 32; 6; 10.7188; 0.618493
58; 5; 32; 6; 10.7188; 0.618493
iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 16; 16; 0
1; 1; 2; 16; 16; 0
2; 1; 2; 16; 16; 0
3; 1; 2; 16; 16; 0
4; 2; 4; 16; 16; 0
5; 2; 4; 16; 16; 0
6; 2; 4; 15; 16; 0.559017
7; 2; 4; 14; 15.625; 0.610227
8; 2; 4; 14; 15.375; 0.52162
9; 3; 8; 14; 15.5417; 0.765036
10; 3; 8; 14; 15.5417; 0.922317
11; 3; 8; 13; 15.125; 1.06637
12; 3; 8; 12; 14.625; 0.986305
13; 3; 8; 10; 14.25; 1.10202
14; 4; 16; 10; 14.625; 1.46781
15; 4; 16; 9; 14.25; 1.36119
16; 4; 16; 9; 14.0625; 1.25778
17; 4; 16; 8; 14; 1.30868
18; 4; 16; 8; 13.875; 1.30255
19; 4; 16; 8; 13.2812; 1.2326
20; 4; 16; 8; 13.1875; 1.16068
21; 4; 16; 8; 13.0938; 1.10775
22; 4; 16; 8; 13.0938; 1.07465
23; 4; 16; 8; 13.0625; 1.00924
24; 4; 16; 8; 12.5625; 0.881932
25; 4; 16; 8; 12.5312; 0.818855
26; 4; 16; 8; 12.5312; 0.803086
27; 4; 16; 8; 12.5312; 0.799144
28; 4; 16; 8; 12.5312; 0.886546
29; 4; 16; 8; 12.1719; 0.799768
30; 4; 16; 7; 12.1406; 0.845935
31; 4; 16; 7; 12.0469; 0.826227
32; 4; 16; 7; 12.0469; 0.8213
33; 4; 16; 7; 12.0156; 0.798712
34; 5; 32; 7; 12.7937; 1.20348
35; 5; 32; 7; 12.5938; 1.1493
36; 5; 32; 7; 12.5437; 1.12169
37; 5; 32; 7; 12.5437; 1.07502
38; 5; 32; 7; 12.5188; 1.04069
39; 5; 32; 7; 12.5188; 1.03382
40; 5; 32; 7; 12.4437; 1.04095
41; 5; 32; 7; 12.4437; 1.04238
42; 5; 32; 7; 12.4437; 1.04267
43; 5; 32; 7; 12.4437; 1.04272
44; 5; 32; 7; 12.4437; 1.04273
45; 5; 32; 7; 12.3313; 0.98057
46; 5; 32; 7; 12.3313; 0.968137
47; 5; 32; 7; 12.3313; 0.96565
48; 5; 32; 7; 12.3313; 0.965153
49; 5; 32; 7; 12.3313; 0.965053
50; 5; 32; 7; 12.3063; 0.994323
51; 5; 32; 7; 12.3063; 1.00018
52; 5; 32; 7; 12.3063; 1.00135
53; 5; 32; 7; 12.3063; 1.00158
54; 5; 32; 7; 12.3063; 1.00163
55; 5; 32; 7; 11.75; 0.842263
56; 5; 32; 7; 11.7125; 0.840893
57; 5; 32; 7; 11.7125; 0.840619
58; 5; 32; 7; 11.7125; 0.840564
59; 5; 32; 7; 11.7125; 0.840554
60; 5; 32; 7; 11.7125; 0.840551
61; 5; 32; 7; 11.6; 0.81902
62; 5; 32; 7; 11.6; 0.814713
63; 5; 32; 7; 11.6; 0.813852
64; 5; 32; 7; 11.6; 0.81368
65; 5; 32; 6; 11.6; 0.913645
66; 5; 32; 6; 11.55; 0.92149
67; 5; 32; 6; 11.1562; 0.776579
68; 5; 32; 6; 10.9125; 0.699486
69; 5; 32; 6; 10.9125; 0.699486
iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 15; 15.5; 0.5
1; 1; 2; 15; 15.5; 1
2; 1; 2; 15; 15.5; 1.5
3; 2; 4; 15; 15.75; 1.43301
4; 2; 4; 15; 15.375; 1.18301
5; 2; 4; 15; 15.375; 1.17223
6; 2; 4; 14; 15.125; 1.05262
7; 3; 8; 13; 15.3333; 1.31804
8; 3; 8; 13; 15.3333; 1.40652
9; 3; 8; 13; 15.3333; 1.43601
10; 3; 8; 13; 15.3333; 1.44584
11; 3; 8; 13; 15.3333; 1.44912
12; 3; 8; 12; 14.7083; 1.37886
13; 3; 8; 11; 14.1667; 1.10396
14; 3; 8; 11; 13.875; 0.80399
15; 4; 16; 11; 14.3906; 1.28851
16; 4; 16; 11; 14.2969; 1.44089
17; 4; 16; 10; 14.2344; 1.54148
18; 4; 16; 10; 14.0469; 1.46752
19; 4; 16; 9; 14.0156; 1.49685
20; 4; 16; 9; 13.2812; 1.24368
21; 4; 16; 8; 13.2188; 1.28011
22; 4; 16; 8; 13.0625; 1.25092
23; 4; 16; 8; 12.9688; 1.21998
24; 4; 16; 8; 12.9688; 1.21776
25; 4; 16; 8; 12.5; 1.03743
26; 4; 16; 8; 12.4688; 0.937828
27; 4; 16; 8; 12.4062; 0.850427
28; 4; 16; 8; 12.3438; 0.766077
29; 4; 16; 7; 12.3438; 0.86999
30; 4; 16; 7; 12.0625; 0.817812
31; 4; 16; 7; 12; 0.804768
