iteration; levels; best; avg; dev
0; 1; 12; 0; 0
1; 2; 11; 12; 0
2; 2; 11; 11.25; 0.25
3; 2; 11; 11.6667; 0.74861
4; 3; 10; 11.75; 0.933322
5; 4; 9; 11.1333; 0.651042
6; 4; 9; 10.25; 0.827015
7; 4; 9; 10.1893; 0.843104
8; 4; 9; 10.1354; 0.806447
9; 5; 9; 10.0784; 0.768107
10; 6; 7; 9.825; 0.605153
11; 6; 7; 9.08822; 0.791342
12; 6; 7; 9.03175; 0.825765
13; 6; 7; 8.92059; 0.820663
14; 6; 7; 8.92923; 0.80319
15; 6; 7; 8.92357; 0.792146
16; 6; 7; 8.91826; 0.784827
17; 6; 7; 8.89408; 0.784416
18; 6; 7; 8.91528; 0.794182
19; 6; 7; 8.88497; 0.798958
20; 6; 7; 8.88584; 0.794876
21; 6; 7; 8.88329; 0.786031
22; 6; 7; 8.87155; 0.780865
23; 6; 7; 8.86926; 0.768771
24; 6; 7; 8.83018; 0.785916
25; 6; 7; 8.82791; 0.783811
26; 6; 7; 8.82881; 0.778744
27; 6; 7; 8.80268; 0.780716
28; 6; 7; 8.79001; 0.781922
29; 6; 7; 8.77823; 0.782266
30; 7; 7; 8.77517; 0.779492
31; 7; 7; 8.50638; 0.654584
32; 7; 7; 8.50995; 0.633112
33; 7; 7; 8.50104; 0.629846
34; 7; 7; 8.49454; 0.622957
35; 7; 7; 8.4978; 0.618851
36; 7; 7; 8.4918; 0.61229
37; 7; 7; 8.5025; 0.618166
38; 7; 7; 8.49095; 0.609331
39; 7; 7; 8.47721; 0.599146
40; 7; 7; 8.47364; 0.594343
41; 7; 7; 8.45584; 0.600876
42; 7; 7; 8.45278; 0.598275
43; 7; 7; 8.4543; 0.603425
44; 7; 7; 8.45581; 0.602441
45; 7; 7; 8.44571; 0.607568
46; 8; 7; 8.4442; 0.606627
47; 8; 7; 8.2634; 0.528463
48; 8; 7; 8.26473; 0.517347
49; 8; 7; 8.25935; 0.515863
50; 8; 7; 8.25537; 0.513322
51; 8; 7; 8.26311; 0.522055
52; 8; 7; 8.26179; 0.521847
53; 9; 6; 8.25689; 0.525471
54; 9; 6; 7.93552; 0.561603
55; 9; 6; 7.93439; 0.564552
56; 9; 6; 7.93421; 0.562959
57; 9; 6; 7.93313; 0.561776
58; 9; 6; 7.9341; 0.556806
59; 9; 6; 7.92935; 0.554248
60; 9; 6; 7.92393; 0.555137
61; 9; 6; 7.92669; 0.551255
62; 9; 6; 7.9271; 0.54907
63; 9; 6; 7.93155; 0.545967
64; 9; 6; 7.93409; 0.546031
65; 9; 6; 7.93158; 0.53863
66; 9; 6; 7.9336; 0.537448
67; 9; 6; 7.93963; 0.543094
68; 9; 6; 7.93986; 0.542033
69; 9; 6; 7.91009; 0.553158
70; 9; 6; 7.91109; 0.551998
71; 9; 6; 7.90188; 0.556682
72; 9; 6; 7.90371; 0.559533
73; 9; 6; 7.90574; 0.559851
74; 9; 6; 7.90922; 0.56188
75; 9; 6; 7.8968; 0.560062
76; 9; 6; 7.89864; 0.557606
77; 9; 6; 7.89263; 0.558695
78; 9; 6; 7.89304; 0.557918
79; 9; 6; 7.89138; 0.556384
80; 9; 6; 7.89301; 0.554142
81; 9; 6; 7.89415; 0.550294
82; 9; 6; 7.89723; 0.551643
83; 9; 6; 7.89627; 0.553629
84; 9; 6; 7.89191; 0.554697
85; 9; 6; 7.89219; 0.553974
86; 9; 6; 7.88171; 0.558919
87; 9; 6; 7.88164; 0.555976
88; 9; 6; 7.88443; 0.557167
89; 9; 6; 7.88159; 0.555719
90; 9; 6; 7.87901; 0.556478
91; 9; 6; 7.87923; 0.555779
92; 9; 6; 7.87435; 0.556122
93; 9; 6; 7.87069; 0.555785
94; 9; 6; 7.87062; 0.554205
95; 9; 6; 7.87086; 0.553289
96; 9; 6; 7.86993; 0.552728
97; 9; 6; 7.8676; 0.551138
98; 9; 6; 7.86212; 0.552351
99; 9; 6; 7.86238; 0.551788
100; 9; 6; 7.8613; 0.550517
101; 9; 6; 7.86046; 0.549921
102; 9; 6; 7.85947; 0.548145
