iteration; levels; best; avg; dev
0; 1; 13; 0; 0
1; 2; 13; 13; 0
2; 3; 11; 13; 0
3; 3; 11; 11.8889; 0.490468
4; 3; 11; 12.1667; 0.996823
5; 4; 10; 12.2667; 1.09434
6; 4; 10; 11.375; 1.09586
7; 5; 9; 11.2464; 1.08499
8; 5; 9; 10.6233; 0.987689
9; 5; 9; 10.6178; 0.951754
10; 6; 9; 10.5114; 0.943952
11; 6; 9; 10.1527; 0.820104
12; 7; 8; 10.1181; 0.791595
13; 7; 8; 9.68414; 0.830609
14; 7; 8; 9.66162; 0.823919
15; 8; 8; 9.6623; 0.81555
16; 8; 8; 9.38955; 0.71584
17; 8; 8; 9.33725; 0.701934
18; 9; 8; 9.31902; 0.691861
19; 9; 8; 9.14755; 0.600886
20; 9; 8; 9.14475; 0.58244
21; 10; 8; 9.12861; 0.578944
22; 10; 8; 9.00658; 0.512138
23; 10; 8; 8.99201; 0.501245
24; 11; 8; 8.96778; 0.501742
25; 11; 8; 8.87933; 0.452816
26; 12; 7; 8.87901; 0.445236
27; 12; 7; 8.63586; 0.568145
28; 12; 7; 8.6355; 0.574535
29; 12; 7; 8.62955; 0.574782
30; 12; 7; 8.59799; 0.604254
31; 12; 7; 8.58534; 0.603806
32; 13; 7; 8.5655; 0.606893
33; 13; 7; 8.43483; 0.557163
34; 13; 7; 8.43966; 0.554989
35; 13; 7; 8.43054; 0.551651
36; 13; 7; 8.42115; 0.549825
37; 14; 7; 8.42325; 0.548227
38; 14; 7; 8.32376; 0.507993
39; 15; 7; 8.32123; 0.503023
40; 15; 7; 8.22434; 0.466268
41; 16; 7; 8.19052; 0.481652
42; 16; 7; 8.09665; 0.452853
43; 16; 7; 8.09495; 0.447732
44; 16; 7; 8.09734; 0.449484
45; 16; 7; 8.10012; 0.450228
46; 17; 7; 8.09745; 0.449077
47; 17; 7; 8.03567; 0.423737
48; 17; 7; 8.00914; 0.433879
49; 18; 7; 8.00376; 0.434637
50; 18; 7; 7.95036; 0.410942
51; 18; 7; 7.95044; 0.408445
52; 19; 7; 7.95167; 0.407983
53; 19; 7; 7.89488; 0.384554
54; 19; 7; 7.88071; 0.384854
55; 19; 7; 7.87584; 0.382624
56; 20; 6; 7.87043; 0.380865
57; 20; 6; 7.73966; 0.42888
iteration; levels; best; avg; dev
0; 1; 15; 0; 0
1; 1; 15; 15; 0
2; 2; 12; 15; 0
3; 3; 11; 13; 0.707107
4; 3; 11; 11.9167; 0.997488
5; 3; 11; 11.7778; 1.0474
6; 3; 11; 11.8333; 1.03038
7; 4; 11; 11.8452; 0.982669
8; 4; 11; 11.675; 0.720667
9; 5; 10; 11.625; 0.646014
10; 5; 10; 11.2067; 0.663677
11; 6; 9; 11.1727; 0.655139
12; 6; 9; 10.6901; 0.666134
13; 6; 9; 10.6661; 0.690938
14; 7; 9; 10.6164; 0.682287
15; 8; 8; 10.3365; 0.589972
16; 8; 8; 9.87118; 0.685594
17; 8; 8; 9.75211; 0.74223
18; 9; 7; 9.7709; 0.763156
19; 9; 7; 9.36104; 0.773832
20; 9; 7; 9.34352; 0.76098
21; 9; 7; 9.31576; 0.768387
22; 9; 7; 9.27348; 0.771484
23; 9; 7; 9.26449; 0.763899
24; 9; 7; 9.26882; 0.757359
25; 9; 7; 9.26984; 0.746816
26; 9; 7; 9.23955; 0.739115
27; 9; 7; 9.19965; 0.743595
28; 9; 7; 9.18051; 0.73882
29; 10; 7; 9.18266; 0.735335
30; 11; 6; 8.93782; 0.65395
31; 11; 6; 8.57854; 0.682396
iteration; levels; best; avg; dev
0; 1; 13; 0; 0
1; 2; 12; 13; 0
2; 2; 12; 12.25; 0.25
3; 2; 12; 12.6667; 0.74861
4; 3; 10; 12.875; 1.02382
5; 3; 10; 11.4667; 1.12676
6; 3; 10; 11.6111; 1.23303
7; 4; 10; 11.4127; 1.25554
8; 4; 10; 11.0938; 0.894871
9; 4; 10; 11.1167; 0.764354
10; 4; 10; 11.1083; 0.702001
11; 4; 10; 11.1364; 0.69068
12; 5; 10; 11.1562; 0.682403
13; 5; 10; 10.9299; 0.527138
14; 6; 10; 10.9343; 0.481034
15; 7; 9; 10.7818; 0.382029
16; 7; 9; 10.3512; 0.556878
17; 8; 8; 10.2783; 0.593522
18; 8; 8; 9.77798; 0.779299
19; 9; 7; 9.67366; 0.84991
20; 9; 7; 9.37037; 0.761584
21; 9; 7; 9.35543; 0.834121
22; 9; 7; 9.33585; 0.850895
23; 10; 7; 9.30598; 0.844566
24; 11; 6; 8.98551; 0.834859
25; 11; 6; 8.5531; 0.908586
iteration; levels; best; avg; dev
0; 1; 12; 0; 0
1; 1; 12; 12; 0
2; 2; 12; 14; 2
3; 2; 12; 12.8333; 1.84984
4; 3; 12; 12.875; 1.66443
5; 4; 8; 12.6; 0.997026
6; 4; 8; 10.625; 1.52838
7; 4; 8; 10.5929; 1.6055
8; 4; 8; 10.6354; 1.63715
9; 4; 8; 10.623; 1.60471
10; 4; 8; 10.5563; 1.58749
11; 4; 8; 10.5758; 1.55034
12; 4; 8; 10.5292; 1.55887
13; 4; 8; 10.521; 1.57288
14; 4; 8; 10.5387; 1.55251
15; 4; 8; 10.5538; 1.52585
16; 4; 8; 10.5913; 1.53775
17; 4; 8; 10.5872; 1.52307
18; 4; 8; 10.5833; 1.50306
19; 4; 8; 10.5929; 1.48138
20; 4; 8; 10.6265; 1.48303
21; 4; 8; 10.619; 1.47109
22; 4; 8; 10.6256; 1.45424
23; 4; 8; 10.6082; 1.44181
24; 4; 8; 10.6027; 1.42851
25; 4; 8; 10.6291; 1.43148
26; 4; 8; 10.6246; 1.42389
27; 4; 8; 10.6204; 1.41394
28; 4; 8; 10.6075; 1.41217
29; 4; 8; 10.5955; 1.41156
30; 4; 8; 10.5917; 1.4044
31; 4; 8; 10.5559; 1.43367
32; 4; 8; 10.5513; 1.43606
33; 4; 8; 10.5491; 1.42991
34; 4; 8; 10.5522; 1.42351
35; 4; 8; 10.5695; 1.43098
36; 4; 8; 10.5806; 1.43876
37; 4; 8; 10.3907; 1.42163
38; 4; 8; 10.3995; 1.41614
39; 4; 8; 10.3892; 1.418
40; 4; 8; 10.3786; 1.41955
41; 4; 8; 10.3753; 1.42551
42; 4; 8; 10.3722; 1.43134
43; 4; 8; 10.3591; 1.43145
44; 5; 8; 10.3439; 1.4403
45; 5; 8; 9.79333; 1.1271
46; 5; 8; 9.79741; 1.06182
