levels; best; avg; dev; iterations; ffe; time
6; 5; 6.19637; 0.492546; 13; 1661; 0.0304676s
5; 5; 5.98; 0.31213; 10; 937; 0.013438s
6; 5; 6.08185; 0.316811; 16; 2289; 0.0391246s
6; 5; 5.97014; 0.450021; 16; 1796; 0.0274949s
6; 5; 6.28056; 0.345857; 15; 1952; 0.0369086s
7; 5; 6.11854; 0.389532; 15; 1887; 0.0388612s
6; 5; 6.63333; 0.551683; 12; 1352; 0.0282041s
5; 5; 6.15238; 0.39805; 21; 2371; 0.0355138s
6; 5; 6.12778; 0.405492; 12; 1417; 0.0228427s
7; 5; 6.25815; 0.491659; 15; 1959; 0.0436093s
