6217; 13; 26; 20.19; 252.124s
6285; 12; 27; 19.54; 257.018s
6208; 11; 26; 19.37; 254.723s
6232; 12; 26; 19.97; 258.15s
6214; 12; 27; 19.3; 255.378s
