6226; 8; 19; 12.28; 105.801s
6233; 8; 19; 12.64; 106.292s
6248; 8; 19; 12.42; 107.032s
6269; 9; 18; 12.65; 113.689s
6248; 9; 19; 12.57; 115.693s
