6241; 11; 24; 19.05; 167.137s
6218; 10; 24; 18.99; 165.053s
6229; 11; 23; 18.9; 162.281s
6213; 11; 24; 19.29; 162.68s
6221; 10; 24; 18.94; 157.746s
